output_area,All household spaces,Occupied household spaces,Unoccupied household spaces,Unoccupied household spaces: Second residence/holiday accommodation,Unoccupied household spaces: Vacant
S00110903,68,66,2,0,2
S00110904,68,67,1,0,1
S00110905,42,41,1,0,1
S00110906,67,59,8,8,0
S00110907,72,70,2,1,1
S00110908,70,56,14,13,1
S00110909,96,57,39,37,2
S00110910,47,41,6,1,5
S00110911,45,41,4,0,4
S00110912,65,48,17,14,3
S00110913,50,38,12,12,0
S00110914,52,39,13,10,3
S00110915,60,43,17,17,0
S00110916,51,49,2,0,2
S00110917,50,43,7,4,3
S00110918,28,27,1,1,0
S00110919,49,41,8,6,2
S00110920,54,51,3,2,1
S00110921,63,47,16,9,7
S00110922,44,38,6,5,1
S00110923,40,34,6,3,3
S00110924,93,63,30,29,1
S00110925,59,50,9,7,2
S00110926,109,59,50,48,2
S00110927,50,42,8,6,2
S00110928,58,33,25,23,2
S00110929,43,43,0,0,0
S00110930,42,40,2,2,0
S00110931,37,29,8,7,1
S00110932,50,43,7,6,1
S00110933,78,72,6,1,5
S00110934,40,39,1,0,1
S00110935,63,52,11,9,2
S00110936,43,33,10,9,1
S00110937,54,50,4,3,1
S00110938,49,36,13,9,4
S00110939,44,42,2,2,0
S00110940,58,47,11,8,3
S00110941,49,47,2,1,1
S00110942,53,49,4,1,3
S00110943,44,41,3,0,3
S00110944,68,43,25,19,6
S00110945,70,65,5,3,2
S00110946,39,32,7,7,0
S00110947,47,47,0,0,0
S00110948,52,45,7,5,2
S00110949,71,61,10,8,2
S00110950,31,30,1,1,0
S00110951,74,42,32,31,1
S00110952,62,60,2,2,0
S00110953,31,29,2,0,2
S00110954,45,40,5,5,0
S00110955,52,34,18,16,2
S00110956,45,44,1,1,0
S00110957,69,48,21,20,1
S00110958,41,33,8,8,0
S00110959,67,56,11,11,0
S00110960,39,24,15,13,2
S00110961,56,36,20,20,0
S00110962,52,47,5,4,1
S00110963,66,61,5,4,1
S00110964,68,61,7,5,2
S00110965,23,20,3,3,0
S00110966,73,72,1,1,0
S00110967,47,43,4,1,3
S00110968,67,64,3,1,2
S00110969,61,54,7,1,6
S00110970,36,33,3,1,2
S00110971,53,50,3,1,2
S00110972,39,39,0,0,0
S00110973,24,24,0,0,0
S00110974,77,74,3,0,3
S00110975,82,75,7,2,5
S00110976,49,46,3,0,3
S00110977,37,36,1,0,1
S00110978,82,69,13,6,7
S00110979,64,62,2,0,2
S00110980,54,54,0,0,0
S00110981,54,53,1,0,1
S00110982,69,68,1,1,0
S00110983,73,69,4,0,4
S00110984,60,58,2,0,2
S00110985,86,56,30,28,2
S00110986,51,41,10,9,1
S00110987,59,48,11,7,4
S00110988,95,75,20,19,1
S00110989,33,27,6,3,3
S00110990,55,43,12,9,3
S00110991,77,70,7,5,2
S00110992,69,47,22,21,1
S00110993,56,43,13,13,0
S00110994,78,64,14,13,1
S00110995,81,59,22,20,2
S00110996,73,49,24,23,1
S00110997,77,73,4,0,4
S00110998,39,36,3,2,1
S00110999,50,48,2,0,2
S00111000,50,49,1,0,1
S00111001,52,50,2,0,2
S00111002,50,50,0,0,0
S00111003,73,73,0,0,0
S00111004,53,52,1,0,1
S00111005,76,74,2,1,1
S00111006,39,38,1,0,1
S00111007,70,66,4,1,3
S00111008,61,58,3,0,3
S00111009,65,60,5,1,4
S00111010,82,79,3,0,3
S00111011,51,51,0,0,0
S00111012,50,50,0,0,0
S00111013,60,60,0,0,0
S00111014,48,45,3,1,2
S00111015,37,36,1,1,0
S00111016,43,43,0,0,0
S00111017,73,69,4,1,3
S00111018,40,38,2,1,1
S00111019,58,54,4,1,3
S00111020,30,29,1,0,1
S00111021,54,52,2,0,2
S00111022,56,53,3,2,1
S00111023,71,69,2,0,2
S00111024,43,40,3,0,3
S00111025,75,75,0,0,0
S00111026,74,69,5,3,2
S00111027,58,58,0,0,0
S00111028,64,57,7,4,3
S00111029,61,59,2,0,2
S00111030,23,23,0,0,0
S00111031,78,73,5,2,3
S00111032,62,62,0,0,0
S00111033,55,54,1,0,1
S00111034,41,38,3,0,3
S00111035,51,51,0,0,0
S00111036,45,45,0,0,0
S00111037,78,75,3,0,3
S00111038,74,72,2,0,2
S00111039,40,38,2,0,2
S00111040,44,43,1,0,1
S00111041,66,62,4,0,4
S00111042,52,47,5,0,5
S00111043,69,67,2,1,1
S00111044,39,37,2,0,2
S00111045,50,43,7,0,7
S00111046,65,61,4,2,2
S00111047,67,66,1,0,1
S00111048,38,38,0,0,0
S00111049,66,64,2,0,2
S00111050,45,44,1,0,1
S00111051,58,55,3,0,3
S00111052,55,51,4,0,4
S00111053,75,74,1,0,1
S00111054,57,56,1,0,1
S00111055,42,42,0,0,0
S00111056,46,46,0,0,0
S00111057,36,36,0,0,0
S00111058,68,68,0,0,0
S00111059,69,68,1,0,1
S00111060,61,59,2,0,2
S00111061,35,35,0,0,0
S00111062,62,62,0,0,0
S00111063,35,35,0,0,0
S00111064,43,43,0,0,0
S00111065,53,53,0,0,0
S00111066,40,40,0,0,0
S00111067,44,44,0,0,0
S00111068,45,45,0,0,0
S00111069,57,55,2,0,2
S00111070,54,54,0,0,0
S00111071,56,56,0,0,0
S00111072,52,51,1,0,1
S00111073,44,41,3,0,3
S00111074,74,72,2,0,2
S00111075,49,47,2,0,2
S00111076,41,41,0,0,0
S00111077,67,66,1,0,1
S00111078,67,64,3,1,2
S00111079,51,49,2,0,2
S00111080,40,37,3,0,3
S00111081,47,46,1,1,0
S00111082,49,45,4,0,4
S00111083,77,76,1,0,1
S00111084,65,65,0,0,0
S00111085,43,43,0,0,0
S00111086,60,60,0,0,0
S00111087,77,76,1,0,1
S00111088,71,65,6,3,3
S00111089,47,45,2,0,2
S00111090,49,47,2,0,2
S00111091,46,45,1,0,1
S00111092,65,64,1,0,1
S00111093,47,46,1,0,1
S00111094,79,75,4,2,2
S00111095,43,41,2,1,1
S00111096,46,44,2,2,0
S00111097,50,49,1,1,0
S00111098,43,43,0,0,0
S00111099,38,38,0,0,0
S00111100,54,54,0,0,0
S00111101,52,50,2,1,1
S00111102,51,50,1,1,0
S00111103,43,42,1,1,0
S00111104,55,51,4,4,0
S00111105,60,60,0,0,0
S00111106,61,50,11,8,3
S00111107,58,58,0,0,0
S00111108,53,53,0,0,0
S00111109,41,38,3,2,1
S00111110,76,73,3,1,2
S00111111,76,75,1,1,0
S00111112,65,65,0,0,0
S00111113,51,50,1,0,1
S00111114,53,52,1,0,1
S00111115,41,37,4,1,3
S00111116,50,48,2,1,1
S00111117,44,42,2,0,2
S00111118,34,34,0,0,0
S00111119,24,24,0,0,0
S00111120,51,51,0,0,0
S00111121,49,48,1,0,1
S00111122,55,53,2,0,2
S00111123,42,41,1,0,1
S00111124,48,47,1,0,1
S00111125,62,61,1,0,1
S00111126,67,67,0,0,0
S00111127,53,48,5,0,5
S00111128,53,52,1,0,1
S00111129,47,46,1,0,1
S00111130,60,59,1,0,1
S00111131,60,60,0,0,0
S00111132,60,58,2,0,2
S00111133,47,41,6,6,0
S00111134,61,60,1,0,1
S00111135,54,53,1,1,0
S00111136,56,55,1,0,1
S00111137,65,65,0,0,0
S00111138,64,64,0,0,0
S00111139,57,57,0,0,0
S00111140,31,30,1,1,0
S00111141,47,45,2,2,0
S00111142,63,62,1,0,1
S00111143,49,49,0,0,0
S00111144,78,69,9,6,3
S00111145,21,21,0,0,0
S00111146,27,27,0,0,0
S00111147,33,27,6,0,6
S00111148,55,52,3,2,1
S00111149,74,68,6,4,2
S00111150,71,56,15,10,5
S00111151,70,66,4,4,0
S00111152,62,61,1,0,1
S00111153,54,50,4,2,2
S00111154,94,72,22,16,6
S00111155,49,42,7,6,1
S00111156,52,42,10,7,3
S00111157,49,41,8,7,1
S00111158,80,74,6,6,0
S00111159,72,63,9,4,5
S00111160,68,65,3,2,1
S00111161,67,63,4,4,0
S00111162,53,49,4,1,3
S00111163,61,55,6,6,0
S00111164,41,41,0,0,0
S00111165,81,72,9,8,1
S00111166,46,43,3,2,1
S00111167,55,51,4,3,1
S00111168,42,34,8,6,2
S00111169,49,45,4,4,0
S00111170,78,73,5,4,1
S00111171,33,28,5,0,5
S00111172,85,55,30,30,0
S00111173,60,56,4,4,0
S00111174,45,42,3,2,1
S00111175,43,41,2,1,1
S00111176,53,51,2,1,1
S00111177,76,74,2,1,1
S00111178,57,56,1,1,0
S00111179,47,46,1,0,1
S00111180,55,53,2,2,0
S00111181,68,64,4,1,3
S00111182,63,60,3,1,2
S00111183,57,57,0,0,0
S00111184,54,51,3,0,3
S00111185,44,37,7,5,2
S00111186,53,45,8,2,6
S00111187,69,59,10,7,3
S00111188,68,66,2,1,1
S00111189,52,49,3,2,1
S00111190,43,42,1,0,1
S00111191,72,71,1,0,1
S00111192,38,35,3,2,1
S00111193,59,50,9,7,2
S00111194,40,38,2,2,0
S00111195,44,41,3,0,3
S00111196,42,38,4,4,0
S00111197,49,46,3,0,3
S00111198,53,51,2,0,2
S00111199,37,37,0,0,0
S00111200,46,46,0,0,0
S00111201,63,62,1,0,1
S00111202,69,67,2,0,2
S00111203,72,66,6,2,4
S00111204,47,42,5,1,4
S00111205,47,42,5,0,5
S00111206,34,32,2,0,2
S00111207,60,53,7,0,7
S00111208,39,33,6,0,6
S00111209,54,50,4,2,2
S00111210,70,65,5,3,2
S00111211,134,38,96,2,94
S00111212,73,72,1,1,0
S00111213,47,46,1,1,0
S00111214,44,44,0,0,0
S00111215,57,57,0,0,0
S00111216,43,42,1,0,1
S00111217,53,52,1,0,1
S00111218,65,64,1,0,1
S00111219,66,65,1,0,1
S00111220,56,53,3,2,1
S00111221,26,26,0,0,0
S00111222,50,50,0,0,0
S00111223,45,42,3,2,1
S00111224,62,62,0,0,0
S00111225,50,50,0,0,0
S00111226,50,50,0,0,0
S00111227,47,47,0,0,0
S00111228,69,68,1,1,0
S00111229,67,65,2,0,2
S00111230,45,45,0,0,0
S00111231,47,46,1,0,1
S00111232,59,53,6,0,6
S00111233,40,40,0,0,0
S00111234,77,75,2,0,2
S00111235,47,43,4,1,3
S00111236,75,73,2,2,0
S00111237,45,45,0,0,0
S00111238,64,62,2,0,2
S00111239,53,50,3,2,1
S00111240,40,39,1,0,1
S00111241,58,57,1,0,1
S00111242,52,49,3,0,3
S00111243,22,22,0,0,0
S00111244,50,50,0,0,0
S00111245,43,42,1,1,0
S00111246,54,52,2,2,0
S00111247,39,35,4,4,0
S00111248,40,40,0,0,0
S00111249,42,40,2,1,1
S00111250,45,42,3,1,2
S00111251,52,49,3,2,1
S00111252,69,67,2,1,1
S00111253,52,49,3,0,3
S00111254,39,39,0,0,0
S00111255,66,64,2,1,1
S00111256,70,65,5,2,3
S00111257,52,49,3,0,3
S00111258,55,54,1,0,1
S00111259,52,47,5,0,5
S00111260,42,40,2,0,2
S00111261,50,46,4,0,4
S00111262,49,49,0,0,0
S00111263,47,47,0,0,0
S00111264,41,39,2,0,2
S00111265,76,75,1,0,1
S00111266,64,63,1,0,1
S00111267,38,38,0,0,0
S00111268,33,30,3,1,2
S00111269,38,35,3,1,2
S00111270,45,40,5,4,1
S00111271,68,55,13,6,7
S00111272,48,45,3,3,0
S00111273,37,37,0,0,0
S00111274,30,30,0,0,0
S00111275,42,38,4,3,1
S00111276,55,51,4,3,1
S00111277,50,50,0,0,0
S00111278,53,52,1,0,1
S00111279,42,42,0,0,0
S00111280,39,38,1,1,0
S00111281,31,30,1,1,0
S00111282,30,28,2,0,2
S00111283,86,67,19,7,12
S00111284,61,56,5,0,5
S00111285,38,36,2,2,0
S00111286,47,47,0,0,0
S00111287,54,48,6,4,2
S00111288,45,42,3,3,0
S00111289,50,49,1,0,1
S00111290,51,47,4,0,4
S00111291,59,56,3,0,3
S00111292,37,35,2,1,1
S00111293,49,49,0,0,0
S00111294,48,48,0,0,0
S00111295,46,44,2,1,1
S00111296,42,40,2,0,2
S00111297,37,36,1,1,0
S00111298,52,50,2,0,2
S00111299,46,44,2,1,1
S00111300,42,41,1,1,0
S00111301,54,52,2,0,2
S00111302,41,41,0,0,0
S00111303,30,30,0,0,0
S00111304,43,41,2,0,2
S00111305,27,27,0,0,0
S00111306,24,24,0,0,0
S00111307,51,47,4,2,2
S00111308,40,39,1,0,1
S00111309,71,71,0,0,0
S00111310,51,49,2,0,2
S00111311,48,47,1,1,0
S00111312,49,42,7,5,2
S00111313,50,44,6,0,6
S00111314,71,63,8,1,7
S00111315,36,36,0,0,0
S00111316,51,50,1,0,1
S00111317,44,38,6,0,6
S00111318,52,50,2,0,2
S00111319,61,61,0,0,0
S00111320,76,76,0,0,0
S00111321,69,67,2,2,0
S00111322,75,75,0,0,0
S00111323,37,37,0,0,0
S00111324,46,46,0,0,0
S00111325,48,47,1,0,1
S00111326,61,61,0,0,0
S00111327,68,68,0,0,0
S00111328,54,54,0,0,0
S00111329,32,32,0,0,0
S00111330,73,69,4,1,3
S00111331,42,42,0,0,0
S00111332,41,39,2,0,2
S00111333,55,55,0,0,0
S00111334,73,59,14,12,2
S00111335,76,70,6,3,3
S00111336,56,55,1,1,0
S00111337,50,47,3,1,2
S00111338,34,32,2,0,2
S00111339,66,61,5,1,4
S00111340,40,37,3,0,3
S00111341,50,48,2,0,2
S00111342,25,24,1,0,1
S00111343,56,54,2,0,2
S00111344,45,39,6,1,5
S00111345,27,26,1,0,1
S00111346,72,68,4,0,4
S00111347,50,48,2,0,2
S00111348,21,21,0,0,0
S00111349,59,58,1,0,1
S00111350,74,72,2,0,2
S00111351,35,33,2,0,2
S00111352,51,50,1,0,1
S00111353,25,22,3,0,3
S00111354,36,36,0,0,0
S00111355,58,57,1,0,1
S00111356,56,54,2,1,1
S00111357,27,27,0,0,0
S00111358,57,57,0,0,0
S00111359,45,43,2,1,1
S00111360,36,34,2,0,2
S00111361,61,61,0,0,0
S00111362,33,32,1,0,1
S00111363,49,49,0,0,0
S00111364,40,40,0,0,0
S00111365,23,22,1,0,1
S00111366,46,42,4,2,2
S00111367,37,35,2,0,2
S00111368,27,26,1,0,1
S00111369,49,49,0,0,0
S00111370,49,49,0,0,0
S00111371,51,48,3,0,3
S00111372,36,35,1,0,1
S00111373,52,47,5,0,5
S00111374,37,35,2,0,2
S00111375,53,50,3,0,3
S00111376,22,22,0,0,0
S00111377,52,51,1,0,1
S00111378,45,44,1,0,1
S00111379,44,39,5,3,2
S00111380,40,36,4,2,2
S00111381,71,61,10,0,10
S00111382,48,44,4,4,0
S00111383,46,46,0,0,0
S00111384,40,36,4,1,3
S00111385,53,50,3,2,1
S00111386,49,45,4,0,4
S00111387,56,53,3,0,3
S00111388,47,46,1,0,1
S00111389,51,49,2,0,2
S00111390,74,70,4,0,4
S00111391,29,29,0,0,0
S00111392,84,82,2,0,2
S00111393,53,50,3,2,1
S00111394,48,46,2,0,2
S00111395,58,57,1,0,1
S00111396,50,46,4,2,2
S00111397,76,66,10,5,5
S00111398,36,35,1,1,0
S00111399,40,37,3,3,0
S00111400,52,50,2,1,1
S00111401,49,48,1,1,0
S00111402,29,29,0,0,0
S00111403,47,46,1,1,0
S00111404,30,29,1,0,1
S00111405,60,60,0,0,0
S00111406,49,49,0,0,0
S00111407,74,74,0,0,0
S00111408,35,35,0,0,0
S00111409,28,28,0,0,0
S00111410,36,33,3,0,3
S00111411,30,30,0,0,0
S00111412,62,62,0,0,0
S00111413,27,27,0,0,0
S00111414,43,43,0,0,0
S00111415,66,66,0,0,0
S00111416,32,32,0,0,0
S00111417,24,24,0,0,0
S00111418,35,35,0,0,0
S00111419,24,24,0,0,0
S00111420,53,52,1,0,1
S00111421,40,40,0,0,0
S00111422,36,35,1,0,1
S00111423,32,32,0,0,0
S00111424,49,47,2,0,2
S00111425,53,52,1,0,1
S00111426,51,51,0,0,0
S00111427,52,51,1,0,1
S00111428,44,44,0,0,0
S00111429,52,52,0,0,0
S00111430,78,74,4,2,2
S00111431,42,40,2,2,0
S00111432,63,30,33,33,0
S00111433,224,59,165,163,2
S00111434,66,36,30,30,0
S00111435,45,43,2,1,1
S00111436,52,52,0,0,0
S00111437,76,75,1,0,1
S00111438,53,51,2,0,2
S00111439,32,31,1,0,1
S00111440,29,28,1,0,1
S00111441,43,36,7,3,4
S00111442,45,38,7,4,3
S00111443,56,50,6,1,5
S00111444,59,55,4,3,1
S00111445,57,41,16,15,1
S00111446,59,37,22,21,1
S00111447,33,33,0,0,0
S00111448,61,58,3,2,1
S00111449,65,61,4,3,1
S00111450,52,32,20,15,5
S00111451,40,39,1,0,1
S00111452,56,54,2,2,0
S00111453,47,44,3,0,3
S00111454,92,55,37,34,3
S00111455,69,67,2,2,0
S00111456,94,78,16,16,0
S00111457,29,29,0,0,0
S00111458,34,34,0,0,0
S00111459,45,43,2,2,0
S00111460,43,41,2,0,2
S00111461,50,49,1,0,1
S00111462,60,59,1,0,1
S00111463,24,22,2,0,2
S00111464,52,50,2,0,2
S00111465,40,39,1,0,1
S00111466,68,66,2,0,2
S00111467,55,52,3,0,3
S00111468,47,47,0,0,0
S00111469,34,33,1,0,1
S00111470,49,48,1,0,1
S00111471,38,33,5,3,2
S00111472,66,59,7,6,1
S00111473,70,67,3,1,2
S00111474,39,39,0,0,0
S00111475,39,39,0,0,0
S00111476,31,30,1,0,1
S00111477,46,41,5,3,2
S00111478,49,48,1,1,0
S00111479,29,29,0,0,0
S00111480,62,62,0,0,0
S00111481,52,52,0,0,0
S00111482,37,35,2,0,2
S00111483,48,44,4,0,4
S00111484,38,38,0,0,0
S00111485,22,21,1,0,1
S00111486,44,42,2,0,2
S00111487,28,24,4,4,0
S00111488,29,27,2,0,2
S00111489,42,42,0,0,0
S00111490,57,54,3,1,2
S00111491,62,60,2,0,2
S00111492,68,63,5,5,0
S00111493,56,52,4,4,0
S00111494,38,34,4,2,2
S00111495,25,25,0,0,0
S00111496,39,38,1,0,1
S00111497,44,42,2,0,2
S00111498,55,53,2,1,1
S00111499,53,52,1,1,0
S00111500,53,52,1,0,1
S00111501,38,38,0,0,0
S00111502,47,47,0,0,0
S00111503,64,44,20,20,0
S00111504,67,58,9,8,1
S00111505,76,66,10,9,1
S00111506,49,47,2,0,2
S00111507,54,47,7,4,3
S00111508,82,69,13,3,10
S00111509,43,42,1,0,1
S00111510,42,41,1,0,1
S00111511,63,60,3,0,3
S00111512,34,34,0,0,0
S00111513,25,25,0,0,0
S00111514,48,46,2,0,2
S00111515,71,69,2,0,2
S00111516,68,68,0,0,0
S00111517,86,80,6,0,6
S00111518,46,42,4,0,4
S00111519,72,71,1,0,1
S00111520,43,41,2,0,2
S00111521,63,63,0,0,0
S00111522,41,39,2,0,2
S00111523,46,44,2,0,2
S00111524,69,68,1,1,0
S00111525,40,38,2,1,1
S00111526,76,68,8,0,8
S00111527,33,31,2,1,1
S00111528,59,55,4,3,1
S00111529,43,43,0,0,0
S00111530,67,61,6,2,4
S00111531,70,67,3,1,2
S00111532,25,24,1,1,0
S00111533,47,43,4,1,3
S00111534,36,36,0,0,0
S00111535,45,44,1,0,1
S00111536,32,32,0,0,0
S00111537,42,42,0,0,0
S00111538,29,29,0,0,0
S00111539,22,22,0,0,0
S00111540,33,33,0,0,0
S00111541,62,62,0,0,0
S00111542,24,24,0,0,0
S00111543,59,55,4,0,4
S00111544,39,36,3,1,2
S00111545,46,45,1,0,1
S00111546,33,31,2,0,2
S00111547,62,61,1,0,1
S00111548,40,39,1,0,1
S00111549,55,49,6,6,0
S00111550,56,53,3,0,3
S00111551,52,50,2,1,1
S00111552,42,39,3,1,2
S00111553,39,38,1,0,1
S00111554,26,25,1,1,0
S00111555,52,50,2,2,0
S00111556,50,49,1,1,0
S00111557,81,79,2,0,2
S00111558,50,47,3,2,1
S00111559,38,33,5,4,1
S00111560,35,35,0,0,0
S00111561,45,45,0,0,0
S00111562,47,47,0,0,0
S00111563,34,34,0,0,0
S00111564,50,50,0,0,0
S00111565,36,36,0,0,0
S00111566,49,49,0,0,0
S00111567,35,35,0,0,0
S00111568,27,27,0,0,0
S00111569,55,55,0,0,0
S00111570,39,34,5,0,5
S00111571,55,54,1,0,1
S00111572,48,48,0,0,0
S00111573,31,30,1,0,1
S00111574,64,62,2,0,2
S00111575,25,25,0,0,0
S00111576,48,42,6,6,0
S00111577,47,38,9,9,0
S00111578,48,48,0,0,0
S00111579,38,37,1,0,1
S00111580,58,58,0,0,0
S00111581,32,32,0,0,0
S00111582,90,87,3,2,1
S00111583,43,42,1,0,1
S00111584,39,38,1,0,1
S00111585,52,48,4,2,2
S00111586,38,37,1,0,1
S00111587,28,27,1,1,0
S00111588,60,53,7,2,5
S00111589,56,52,4,2,2
S00111590,53,53,0,0,0
S00111591,37,37,0,0,0
S00111592,48,47,1,0,1
S00111593,35,35,0,0,0
S00111594,43,43,0,0,0
S00111595,43,43,0,0,0
S00111596,41,40,1,1,0
S00111597,41,40,1,1,0
S00111598,34,32,2,0,2
S00111599,56,56,0,0,0
S00111600,40,35,5,0,5
S00111601,46,45,1,0,1
S00111602,48,46,2,0,2
S00111603,44,44,0,0,0
S00111604,33,32,1,0,1
S00111605,62,57,5,2,3
S00111606,30,29,1,0,1
S00111607,60,60,0,0,0
S00111608,39,38,1,0,1
S00111609,43,38,5,4,1
S00111610,62,59,3,3,0
S00111611,38,38,0,0,0
S00111612,58,56,2,0,2
S00111613,26,24,2,2,0
S00111614,47,47,0,0,0
S00111615,38,38,0,0,0
S00111616,78,76,2,1,1
S00111617,32,30,2,2,0
S00111618,38,35,3,3,0
S00111619,56,54,2,1,1
S00111620,28,27,1,0,1
S00111621,56,54,2,2,0
S00111622,27,23,4,4,0
S00111623,59,46,13,13,0
S00111624,28,28,0,0,0
S00111625,56,56,0,0,0
S00111626,28,27,1,0,1
S00111627,55,53,2,0,2
S00111628,89,70,19,5,14
S00111629,54,53,1,0,1
S00111630,30,30,0,0,0
S00111631,38,37,1,0,1
S00111632,51,51,0,0,0
S00111633,38,36,2,0,2
S00111634,47,47,0,0,0
S00111635,33,32,1,0,1
S00111636,54,52,2,0,2
S00111637,49,49,0,0,0
S00111638,37,37,0,0,0
S00111639,38,36,2,0,2
S00111640,43,43,0,0,0
S00111641,33,32,1,0,1
S00111642,78,74,4,0,4
S00111643,31,31,0,0,0
S00111644,73,70,3,0,3
S00111645,73,71,2,0,2
S00111646,59,58,1,0,1
S00111647,50,50,0,0,0
S00111648,58,58,0,0,0
S00111649,34,34,0,0,0
S00111650,47,46,1,0,1
S00111651,67,67,0,0,0
S00111652,82,80,2,0,2
S00111653,29,29,0,0,0
S00111654,61,60,1,0,1
S00111655,82,82,0,0,0
S00111656,47,45,2,1,1
S00111657,80,80,0,0,0
S00111658,45,44,1,0,1
S00111659,44,41,3,1,2
S00111660,48,45,3,0,3
S00111661,47,46,1,0,1
S00111662,64,64,0,0,0
S00111663,56,56,0,0,0
S00111664,75,61,14,0,14
S00111665,50,49,1,1,0
S00111666,72,72,0,0,0
S00111667,77,72,5,0,5
S00111668,87,87,0,0,0
S00111669,62,58,4,0,4
S00111670,51,47,4,1,3
S00111671,78,77,1,0,1
S00111672,76,76,0,0,0
S00111673,56,55,1,0,1
S00111674,53,53,0,0,0
S00111675,70,70,0,0,0
S00111676,77,75,2,1,1
S00111677,65,64,1,0,1
S00111678,76,76,0,0,0
S00111679,59,59,0,0,0
S00111680,44,44,0,0,0
S00111681,44,44,0,0,0
S00111682,57,55,2,0,2
S00111683,63,63,0,0,0
S00111684,68,67,1,0,1
S00111685,74,74,0,0,0
S00111686,28,28,0,0,0
S00111687,86,86,0,0,0
S00111688,55,54,1,0,1
S00111689,33,29,4,1,3
S00111690,72,72,0,0,0
S00111691,70,70,0,0,0
S00111692,52,52,0,0,0
S00111693,103,100,3,0,3
S00111694,67,66,1,0,1
S00111695,71,71,0,0,0
S00111696,27,27,0,0,0
S00111697,55,54,1,0,1
S00111698,60,58,2,0,2
S00111699,28,27,1,1,0
S00111700,44,43,1,0,1
S00111701,40,40,0,0,0
S00111702,63,62,1,1,0
S00111703,38,38,0,0,0
S00111704,71,71,0,0,0
S00111705,49,49,0,0,0
S00111706,57,49,8,4,4
S00111707,34,34,0,0,0
S00111708,21,20,1,0,1
S00111709,63,62,1,1,0
S00111710,55,54,1,0,1
S00111711,74,66,8,2,6
S00111712,74,69,5,5,0
S00111713,34,34,0,0,0
S00111714,70,70,0,0,0
S00111715,37,36,1,1,0
S00111716,80,76,4,2,2
S00111717,74,65,9,0,9
S00111718,44,40,4,1,3
S00111719,46,43,3,0,3
S00111720,45,42,3,0,3
S00111721,40,37,3,1,2
S00111722,44,41,3,0,3
S00111723,42,42,0,0,0
S00111724,57,42,15,11,4
S00111725,51,50,1,0,1
S00111726,43,42,1,1,0
S00111727,61,53,8,7,1
S00111728,51,46,5,2,3
S00111729,66,59,7,4,3
S00111730,56,53,3,0,3
S00111731,26,26,0,0,0
S00111732,52,52,0,0,0
S00111733,68,62,6,3,3
S00111734,76,69,7,5,2
S00111735,65,57,8,6,2
S00111736,91,84,7,5,2
S00111737,76,72,4,3,1
S00111738,69,67,2,0,2
S00111739,75,72,3,1,2
S00111740,34,34,0,0,0
S00111741,46,45,1,0,1
S00111742,42,41,1,0,1
S00111743,31,31,0,0,0
S00111744,72,72,0,0,0
S00111745,68,68,0,0,0
S00111746,38,36,2,2,0
S00111747,35,35,0,0,0
S00111748,52,52,0,0,0
S00111749,37,37,0,0,0
S00111750,73,71,2,0,2
S00111751,44,44,0,0,0
S00111752,36,34,2,0,2
S00111753,21,21,0,0,0
S00111754,58,56,2,0,2
S00111755,31,30,1,0,1
S00111756,67,64,3,0,3
S00111757,46,45,1,0,1
S00111758,64,62,2,0,2
S00111759,38,36,2,2,0
S00111760,62,59,3,0,3
S00111761,55,53,2,0,2
S00111762,28,24,4,0,4
S00111763,57,57,0,0,0
S00111764,36,36,0,0,0
S00111765,67,65,2,0,2
S00111766,26,24,2,1,1
S00111767,46,46,0,0,0
S00111768,52,50,2,0,2
S00111769,48,46,2,1,1
S00111770,46,46,0,0,0
S00111771,26,26,0,0,0
S00111772,68,68,0,0,0
S00111773,48,46,2,2,0
S00111774,63,63,0,0,0
S00111775,42,41,1,0,1
S00111776,46,44,2,0,2
S00111777,52,51,1,0,1
S00111778,28,28,0,0,0
S00111779,34,34,0,0,0
S00111780,50,49,1,0,1
S00111781,37,36,1,0,1
S00111782,59,59,0,0,0
S00111783,37,37,0,0,0
S00111784,46,46,0,0,0
S00111785,34,34,0,0,0
S00111786,87,84,3,0,3
S00111787,75,70,5,0,5
S00111788,33,31,2,0,2
S00111789,22,21,1,0,1
S00111790,51,50,1,0,1
S00111791,66,65,1,0,1
S00111792,51,50,1,0,1
S00111793,30,30,0,0,0
S00111794,53,53,0,0,0
S00111795,44,41,3,0,3
S00111796,97,95,2,1,1
S00111797,63,63,0,0,0
S00111798,44,42,2,0,2
S00111799,34,34,0,0,0
S00111800,33,33,0,0,0
S00111801,52,52,0,0,0
S00111802,38,38,0,0,0
S00111803,69,68,1,0,1
S00111804,42,38,4,0,4
S00111805,54,50,4,0,4
S00111806,55,45,10,9,1
S00111807,58,57,1,1,0
S00111808,51,47,4,0,4
S00111809,33,33,0,0,0
S00111810,92,89,3,0,3
S00111811,49,48,1,0,1
S00111812,79,77,2,0,2
S00111813,75,70,5,5,0
S00111814,63,61,2,1,1
S00111815,65,54,11,11,0
S00111816,27,27,0,0,0
S00111817,29,29,0,0,0
S00111818,69,67,2,0,2
S00111819,63,63,0,0,0
S00111820,61,60,1,0,1
S00111821,72,72,0,0,0
S00111822,25,25,0,0,0
S00111823,63,63,0,0,0
S00111824,60,60,0,0,0
S00111825,82,82,0,0,0
S00111826,80,78,2,0,2
S00111827,44,42,2,0,2
S00111828,61,59,2,0,2
S00111829,43,43,0,0,0
S00111830,50,44,6,4,2
