output_area,All occupied household spaces,One room,Two rooms,Three rooms,Four rooms,Five rooms,Six rooms,Seven rooms,Eight rooms,Nine or more rooms
S00108565,60,0,0,2,39,14,3,1,1,0
S00108566,36,0,0,5,10,14,6,0,1,0
S00108567,60,0,1,2,28,20,7,1,1,0
S00108568,45,0,1,7,10,18,6,0,0,3
S00108569,52,0,0,4,21,18,6,2,1,0
S00108570,41,0,1,2,21,10,6,0,0,1
S00108571,46,0,1,0,18,10,14,1,2,0
S00108572,79,1,0,16,22,30,7,3,0,0
S00108573,54,0,1,0,22,8,9,8,3,3
S00108574,46,0,0,0,1,23,11,6,2,3
S00108575,34,0,1,0,21,6,4,2,0,0
S00108576,33,0,0,0,1,7,10,7,4,4
S00108577,27,0,0,1,1,23,2,0,0,0
S00108578,36,0,1,6,8,15,5,0,1,0
S00108579,53,3,2,15,18,6,1,5,2,1
S00108580,57,0,1,0,7,17,8,7,9,8
S00108581,48,0,0,2,19,18,6,1,1,1
S00108582,48,1,0,0,2,3,20,15,7,0
S00108583,40,0,0,5,9,21,4,0,1,0
S00108584,25,0,0,6,3,14,2,0,0,0
S00108585,46,0,0,9,12,14,7,2,2,0
S00108586,34,0,2,12,7,4,3,4,1,1
S00108587,37,0,0,0,7,8,11,2,5,4
S00108588,32,0,0,0,17,13,2,0,0,0
S00108589,49,0,0,3,26,8,5,4,2,1
S00108590,60,0,1,0,18,26,9,3,1,2
S00108591,42,0,0,4,11,24,2,1,0,0
S00108592,41,0,0,2,21,15,2,0,1,0
S00108593,32,0,1,1,5,13,11,1,0,0
S00108594,27,0,0,6,10,4,6,0,1,0
S00108595,73,0,1,6,16,41,9,0,0,0
S00108596,40,0,0,1,5,30,3,0,1,0
S00108597,76,0,0,1,2,5,10,23,23,12
S00108598,33,0,0,0,5,12,8,4,1,3
S00108599,42,5,1,12,14,7,2,0,1,0
S00108600,38,0,0,0,0,10,9,13,3,3
S00108601,38,0,0,2,2,8,7,5,7,7
S00108602,52,0,1,1,16,24,3,4,2,1
S00108603,71,0,2,0,9,4,8,19,17,12
S00108604,62,0,1,1,25,7,7,6,7,8
S00108605,48,0,1,12,5,11,8,4,3,4
S00108606,66,0,1,2,12,10,11,11,8,11
S00108607,77,0,2,3,18,42,6,3,2,1
S00108608,56,1,3,13,23,13,2,0,1,0
S00108609,48,2,8,15,16,7,0,0,0,0
S00108610,48,1,0,3,17,13,7,1,2,4
S00108611,54,0,0,0,2,5,11,11,11,14
S00108612,27,0,0,0,3,9,6,2,6,1
S00108613,31,0,1,7,10,9,2,1,0,1
S00108614,64,0,1,2,25,4,7,6,5,14
S00108615,45,0,0,1,1,2,3,12,12,14
S00108616,43,0,0,0,1,1,6,6,22,7
S00108617,43,0,0,0,2,1,6,19,6,9
S00108618,59,0,1,0,2,7,6,16,15,12
S00108619,39,0,0,0,1,3,1,10,12,12
S00108620,32,0,1,3,19,6,2,1,0,0
S00108621,35,0,0,10,21,3,0,0,0,1
S00108622,70,2,4,23,25,11,1,2,1,1
S00108623,45,0,7,10,11,8,3,3,2,1
S00108624,37,0,0,1,35,1,0,0,0,0
S00108625,64,0,0,6,34,10,7,2,4,1
S00108626,59,0,3,11,31,13,1,0,0,0
S00108627,53,0,0,1,17,24,7,2,2,0
S00108628,56,0,0,3,12,10,9,5,6,11
S00108629,48,0,0,5,7,31,4,0,0,1
S00108630,22,0,1,3,5,10,1,1,0,1
S00108631,56,0,1,5,22,17,8,2,0,1
S00108632,29,0,1,2,18,4,3,1,0,0
S00108633,29,0,1,3,14,11,0,0,0,0
S00108634,22,0,0,0,12,9,1,0,0,0
S00108635,34,0,1,1,23,6,2,0,1,0
S00108636,63,0,0,4,4,2,6,22,18,7
S00108637,64,0,0,0,0,4,4,18,17,21
S00108638,44,0,0,5,6,4,9,5,8,7
S00108639,23,0,0,0,1,12,7,1,1,1
S00108640,31,0,0,1,2,15,10,1,0,2
S00108641,45,0,0,1,5,10,12,6,5,6
S00108642,29,0,0,1,10,10,5,0,2,1
S00108643,35,0,1,0,1,11,8,9,5,0
S00108644,54,0,0,0,0,9,10,14,12,9
S00108645,60,0,0,0,1,0,19,10,13,17
S00108646,74,0,0,0,2,9,17,21,18,7
S00108647,23,0,2,2,1,0,7,5,4,2
S00108648,30,0,0,0,7,17,3,2,0,1
S00108649,40,0,2,0,6,4,11,8,4,5
S00108650,52,0,0,2,19,13,11,5,1,1
S00108651,68,0,1,2,7,9,18,13,14,4
S00108652,32,0,0,0,1,5,10,2,6,8
S00108653,24,0,0,0,2,5,6,7,3,1
S00108654,35,0,1,2,10,15,6,0,0,1
S00108655,51,0,1,2,29,15,2,0,1,1
S00108656,53,0,1,0,15,24,9,0,2,2
S00108657,52,0,0,1,10,14,8,8,2,9
S00108658,49,0,0,0,2,24,9,6,7,1
S00108659,40,0,1,3,12,17,6,0,0,1
S00108660,51,0,0,2,7,17,7,9,6,3
S00108661,34,0,0,1,3,10,5,5,2,8
S00108662,73,0,1,0,9,11,11,11,25,5
S00108663,45,0,0,6,14,21,2,1,1,0
S00108664,54,0,1,7,11,22,7,3,3,0
S00108665,62,2,0,14,16,22,6,1,0,1
S00108666,32,0,0,1,12,2,10,6,1,0
S00108667,51,0,0,4,11,28,7,0,0,1
S00108668,37,0,0,0,5,17,7,5,1,2
S00108669,37,0,0,0,1,19,9,4,3,1
S00108670,49,0,0,1,0,1,8,16,22,1
S00108671,42,0,0,1,10,9,3,11,6,2
S00108672,29,0,0,1,2,1,2,8,11,4
S00108673,46,0,1,2,29,9,3,1,0,1
S00108674,68,0,0,3,0,3,5,25,23,9
S00108675,32,0,0,3,12,9,2,2,3,1
S00108676,33,0,1,1,2,9,3,6,8,3
S00108677,42,0,0,0,4,35,2,0,1,0
S00108678,32,0,1,1,15,7,4,3,1,0
S00108679,36,0,0,1,17,15,0,1,1,1
S00108680,38,0,1,4,11,19,1,1,1,0
S00108681,64,0,0,0,12,24,13,4,7,4
S00108682,44,0,0,2,8,13,5,7,2,7
S00108683,45,0,0,2,2,35,5,0,1,0
S00108684,33,0,0,2,10,13,2,3,2,1
S00108685,32,0,1,7,7,11,2,0,2,2
S00108686,55,0,0,0,28,14,8,3,0,2
S00108687,43,0,0,3,16,12,5,1,3,3
S00108688,64,0,0,0,22,14,9,12,5,2
S00108689,82,0,1,0,10,17,27,19,7,1
S00108690,81,0,1,31,48,1,0,0,0,0
S00108691,43,1,0,14,25,1,2,0,0,0
S00108692,41,1,2,13,23,1,1,0,0,0
S00108693,42,0,4,14,21,1,1,0,0,1
S00108694,41,0,2,15,24,0,0,0,0,0
S00108695,81,0,10,26,42,3,0,0,0,0
S00108696,33,0,1,1,23,3,4,1,0,0
S00108697,48,0,1,0,13,28,5,1,0,0
S00108698,41,0,0,2,19,15,5,0,0,0
S00108699,37,0,0,6,19,9,1,1,1,0
S00108700,40,1,5,18,14,2,0,0,0,0
S00108701,51,0,3,12,18,17,1,0,0,0
S00108702,31,0,0,3,4,23,1,0,0,0
S00108703,38,0,0,4,16,14,2,0,2,0
S00108704,55,0,1,2,28,19,5,0,0,0
S00108705,58,0,2,6,28,15,1,4,1,1
S00108706,37,0,1,2,15,17,2,0,0,0
S00108707,79,0,1,3,37,32,2,3,1,0
S00108708,47,0,1,0,28,13,3,0,2,0
S00108709,37,0,0,1,12,23,1,0,0,0
S00108710,51,0,0,2,17,28,4,0,0,0
S00108711,61,0,0,6,27,25,3,0,0,0
S00108712,34,0,2,5,10,12,4,0,1,0
S00108713,31,0,1,3,8,17,0,1,1,0
S00108714,45,0,1,16,17,8,0,2,0,1
S00108715,48,0,1,3,29,10,4,0,0,1
S00108716,34,0,0,2,14,9,7,1,0,1
S00108717,61,0,3,13,19,21,3,1,1,0
S00108718,37,0,0,10,10,13,4,0,0,0
S00108719,49,0,1,9,21,16,1,1,0,0
S00108720,33,0,0,7,9,13,3,1,0,0
S00108721,67,0,1,6,33,16,4,3,2,2
S00108722,32,0,0,2,23,2,2,1,1,1
S00108723,63,0,1,1,6,14,13,16,10,2
S00108724,30,0,0,2,1,6,7,4,3,7
S00108725,64,0,1,0,2,34,8,6,8,5
S00108726,95,0,0,1,1,11,15,17,33,17
S00108727,60,0,0,0,0,5,4,23,16,12
S00108728,41,0,0,0,8,7,9,7,4,6
S00108729,54,0,0,0,0,2,4,2,10,36
S00108730,69,0,0,0,2,10,6,15,26,10
S00108731,68,0,0,2,6,24,13,13,7,3
S00108732,69,1,0,2,13,5,8,11,19,10
S00108733,75,0,0,3,14,37,15,5,1,0
S00108734,68,0,0,1,12,26,13,6,6,4
S00108735,54,0,0,2,7,16,12,9,2,6
S00108736,28,0,0,0,7,7,8,4,2,0
S00108737,50,0,0,0,0,10,8,14,14,4
S00108738,53,0,0,2,7,6,7,21,6,4
S00108739,26,0,0,0,1,2,2,0,13,8
S00108740,58,0,0,1,1,25,10,9,7,5
S00108741,70,0,0,1,3,15,13,14,16,8
S00108742,65,0,0,0,2,10,10,17,19,7
S00108743,73,0,1,7,6,30,7,12,3,7
S00108744,39,0,1,1,16,11,2,5,1,2
S00108745,46,0,1,2,18,11,6,7,0,1
S00108746,45,0,0,2,9,14,5,4,5,6
S00108747,84,0,0,2,12,22,14,16,9,9
S00108748,74,0,0,2,14,22,13,10,10,3
S00108749,49,0,0,0,13,13,13,6,4,0
S00108750,67,0,0,4,9,16,12,14,6,6
S00108751,39,0,0,2,21,9,2,4,1,0
S00108752,43,0,1,8,17,14,2,0,0,1
S00108753,51,0,1,0,30,16,3,0,0,1
S00108754,41,0,1,6,16,16,1,0,1,0
S00108755,48,0,1,0,13,10,6,8,6,4
S00108756,71,1,2,11,14,14,5,10,9,5
S00108757,43,0,0,12,25,4,1,1,0,0
S00108758,25,0,1,1,6,12,4,1,0,0
S00108759,54,0,0,0,15,22,11,1,4,1
S00108760,56,0,1,11,12,19,8,2,1,2
S00108761,41,0,2,0,25,7,5,0,2,0
S00108762,53,0,0,0,6,12,14,12,8,1
S00108763,49,0,0,5,5,8,15,11,3,2
S00108764,46,0,0,1,9,12,13,6,5,0
S00108765,35,0,3,1,16,9,2,1,3,0
S00108766,41,0,0,0,6,14,14,4,2,1
S00108767,45,0,2,3,37,1,1,0,1,0
S00108768,29,0,0,0,0,7,7,9,1,5
S00108769,43,0,1,13,28,0,1,0,0,0
S00108770,42,1,0,4,24,11,1,0,0,1
S00108771,39,0,2,11,24,2,0,0,0,0
S00108772,50,0,1,16,20,4,4,2,2,1
S00108773,33,0,1,25,4,1,0,0,1,1
S00108774,49,0,1,6,9,6,11,7,8,1
S00108775,23,0,1,1,2,17,1,1,0,0
S00108776,78,1,2,17,21,33,3,0,0,1
S00108777,25,0,0,1,7,13,3,0,1,0
S00108778,59,0,0,0,18,38,0,0,0,3
S00108779,59,0,0,5,17,26,9,2,0,0
S00108780,37,0,0,2,14,17,2,0,1,1
S00108781,58,0,3,4,26,22,2,0,0,1
S00108782,27,0,2,3,9,12,0,0,0,1
S00108783,63,0,3,7,43,6,4,0,0,0
S00108784,58,0,0,1,40,14,3,0,0,0
S00108785,87,0,9,29,20,2,9,4,6,8
S00108786,52,0,1,24,15,6,1,4,1,0
S00108787,60,0,5,13,31,7,1,0,1,2
S00108788,63,0,0,7,42,8,6,0,0,0
S00108789,62,0,2,4,24,20,2,3,1,6
S00108790,26,0,1,1,7,6,6,4,1,0
S00108791,50,0,3,4,26,12,3,1,1,0
S00108792,36,0,3,5,21,4,2,1,0,0
S00108793,54,0,0,1,12,9,7,14,8,3
S00108794,55,0,0,0,12,8,15,11,4,5
S00108795,68,0,0,0,4,8,6,16,9,25
S00108796,44,0,0,0,4,8,22,5,2,3
S00108797,54,0,0,6,17,16,8,6,0,1
S00108798,50,0,0,15,15,5,5,5,4,1
S00108799,53,1,0,14,9,10,5,8,5,1
S00108800,72,0,1,21,26,14,5,2,3,0
S00108801,49,0,0,0,13,25,4,4,3,0
S00108802,77,0,0,7,30,24,11,4,1,0
S00108803,57,0,2,2,25,5,9,7,5,2
S00108804,50,0,1,1,30,5,9,2,1,1
S00108805,35,0,0,1,9,7,9,5,3,1
S00108806,72,1,1,2,4,18,14,14,14,4
S00108807,54,0,1,1,4,27,14,3,2,2
S00108808,61,0,2,0,29,16,5,4,2,3
S00108809,36,0,0,2,33,0,0,0,0,1
S00108810,25,0,0,3,12,7,1,2,0,0
S00108811,55,0,1,1,30,14,6,1,2,0
S00108812,44,2,1,19,8,4,7,3,0,0
S00108813,32,0,3,2,27,0,0,0,0,0
S00108814,84,0,1,64,11,4,1,1,1,1
S00108815,46,0,0,27,15,3,0,0,1,0
S00108816,68,4,5,31,23,4,0,0,0,1
S00108817,38,0,0,1,8,5,12,6,4,2
S00108818,49,0,0,0,1,8,23,14,3,0
S00108819,49,0,2,34,5,4,3,0,1,0
S00108820,39,0,0,5,10,13,3,2,4,2
S00108821,49,0,6,22,14,5,1,0,0,1
S00108822,55,0,1,11,37,4,0,2,0,0
S00108823,75,1,8,32,24,6,1,1,1,1
S00108824,34,0,0,2,23,6,2,1,0,0
S00108825,47,0,1,10,18,1,16,1,0,0
S00108826,47,1,1,7,33,3,2,0,0,0
S00108827,69,0,3,7,45,11,2,0,0,1
S00108828,57,0,0,2,20,18,13,4,0,0
S00108829,59,0,3,4,50,1,1,0,0,0
S00108830,44,1,3,6,6,3,5,4,8,8
S00108831,68,0,1,8,46,12,0,1,0,0
S00108832,59,0,5,8,21,5,6,5,3,6
S00108833,68,0,1,10,28,17,6,2,2,2
S00108834,45,0,0,5,2,10,17,3,4,4
S00108835,41,2,5,16,6,11,1,0,0,0
S00108836,51,0,1,17,18,10,3,2,0,0
S00108837,48,1,2,9,23,10,1,1,1,0
S00108838,30,0,0,0,9,17,4,0,0,0
S00108839,83,1,3,37,33,8,0,0,1,0
S00108840,36,1,1,5,17,12,0,0,0,0
S00108841,41,0,1,3,22,8,6,1,0,0
S00108842,54,0,0,4,33,13,1,2,0,1
S00108843,40,0,0,2,24,10,4,0,0,0
S00108844,77,0,2,4,27,27,10,4,2,1
S00108845,63,0,0,0,18,7,14,12,6,6
S00108846,30,0,0,0,12,2,11,3,2,0
S00108847,56,0,2,6,21,20,4,0,3,0
S00108848,33,0,0,1,12,16,3,0,1,0
S00108849,26,0,0,2,5,15,3,1,0,0
S00108850,67,0,1,0,18,28,18,1,1,0
S00108851,64,0,1,0,11,27,17,7,0,1
S00108852,46,0,0,0,28,4,8,4,1,1
S00108853,44,0,0,0,9,2,15,8,8,2
S00108854,62,0,0,0,44,6,5,4,1,2
S00108855,57,0,1,0,17,2,21,13,0,3
S00108856,31,0,0,0,14,2,2,2,6,5
S00108857,51,0,0,0,0,0,6,19,15,11
S00108858,34,0,1,1,15,7,4,1,3,2
S00108859,28,0,0,1,15,6,4,1,0,1
S00108860,45,0,2,9,11,10,5,3,2,3
S00108861,44,0,1,0,3,2,7,10,10,11
S00108862,64,0,0,0,13,11,20,11,6,3
S00108863,29,0,0,0,2,3,7,4,7,6
S00108864,62,0,1,1,23,4,7,6,7,13
S00108865,86,0,0,0,15,24,21,8,9,9
S00108866,62,0,0,1,19,7,17,11,3,4
S00108867,25,0,0,0,6,2,5,8,3,1
S00108868,50,0,0,0,2,2,5,29,11,1
S00108869,31,0,0,1,1,17,5,3,2,2
S00108870,31,0,0,0,8,5,9,5,2,2
S00108871,39,0,0,0,0,5,6,23,5,0
S00108872,45,0,0,1,2,11,9,15,6,1
S00108873,32,0,0,0,0,5,2,16,8,1
S00108874,74,0,0,1,20,11,13,15,6,8
S00108875,53,0,3,12,28,7,1,1,1,0
S00108876,43,0,0,0,11,12,12,3,4,1
S00108877,37,0,0,0,5,10,5,10,6,1
S00108878,42,0,1,2,10,13,6,3,2,5
S00108879,75,0,2,4,23,28,12,3,2,1
S00108880,42,0,0,0,3,9,3,10,7,10
S00108881,56,0,0,2,2,9,12,14,8,9
S00108882,82,2,20,29,24,3,1,1,1,1
S00108883,54,1,1,3,20,21,7,1,0,0
S00108884,35,0,0,3,8,20,2,1,1,0
S00108885,49,0,1,0,8,19,11,5,2,3
S00108886,60,0,0,1,5,21,17,9,6,1
S00108887,39,0,0,1,2,5,2,4,5,20
S00108888,65,0,0,0,3,2,0,7,20,33
S00108889,28,0,2,8,14,3,1,0,0,0
S00108890,65,0,0,0,44,13,5,1,1,1
S00108891,37,0,0,1,2,20,10,1,3,0
S00108892,64,0,0,9,44,3,2,4,1,1
S00108893,50,0,0,3,18,13,8,5,3,0
S00108894,59,0,0,5,2,8,13,16,11,4
S00108895,51,0,4,17,8,2,10,8,1,1
S00108896,38,0,2,3,11,6,14,0,1,1
S00108897,68,0,0,11,40,14,3,0,0,0
S00108898,39,0,0,0,8,16,2,10,2,1
S00108899,20,0,0,0,1,2,3,7,4,3
S00108900,44,0,0,1,11,20,5,1,5,1
S00108901,64,1,0,0,31,18,10,1,0,3
S00108902,52,0,1,0,7,17,15,10,2,0
S00108903,33,0,0,2,17,9,1,1,3,0
S00108904,52,0,0,1,7,24,12,5,2,1
S00108905,43,0,0,0,8,20,10,1,4,0
S00108906,66,0,0,0,7,22,22,9,5,1
S00108907,46,0,0,0,4,37,5,0,0,0
S00108908,46,1,1,5,23,14,1,0,1,0
S00108909,34,0,0,0,16,8,4,1,4,1
S00108910,45,0,0,4,21,16,3,0,0,1
S00108911,30,0,0,3,15,2,4,3,1,2
S00108912,57,0,0,0,9,19,17,7,3,2
S00108913,33,0,0,0,5,23,2,3,0,0
S00108914,72,0,0,2,15,35,14,6,0,0
S00108915,25,0,0,0,5,13,3,2,0,2
S00108916,43,0,0,6,19,17,0,0,1,0
S00108917,48,1,1,5,6,17,9,4,4,1
S00108918,71,0,0,0,4,17,19,14,12,5
S00108919,46,0,0,4,7,9,12,8,2,4
S00108920,70,0,1,1,3,24,16,10,9,6
S00108921,31,0,2,7,13,7,2,0,0,0
S00108922,52,0,0,16,15,13,7,1,0,0
S00108923,32,2,1,6,20,3,0,0,0,0
S00108924,100,0,2,2,25,32,14,4,19,2
S00108925,54,0,0,2,15,12,11,7,3,4
S00108926,41,0,0,0,23,13,3,2,0,0
S00108927,41,1,1,12,21,4,2,0,0,0
S00108928,45,0,1,5,6,13,10,6,4,0
S00108929,36,0,1,0,8,17,8,1,1,0
S00108930,62,0,1,6,15,16,18,5,0,1
S00108931,28,0,0,5,5,1,3,7,4,3
S00108932,62,0,0,1,10,16,13,11,4,7
S00108933,68,0,2,0,7,28,9,8,10,4
S00108934,54,0,1,1,23,18,7,3,1,0
S00108935,64,0,0,15,8,36,3,1,1,0
S00108936,52,2,1,8,32,6,1,1,1,0
S00108937,71,1,3,23,14,21,6,1,1,1
S00108938,53,1,3,15,20,10,1,1,0,2
S00108939,38,0,0,2,17,11,5,2,1,0
S00108940,51,0,1,1,11,34,3,1,0,0
S00108941,57,0,3,0,23,15,11,3,1,1
S00108942,44,0,1,1,9,13,12,5,2,1
S00108943,61,0,1,2,20,21,12,1,4,0
S00108944,53,0,0,0,20,17,8,4,2,2
S00108945,32,0,1,1,10,19,0,1,0,0
S00108946,49,0,0,3,5,36,3,0,0,2
S00108947,54,0,0,10,30,10,3,0,0,1
S00108948,39,0,2,2,28,5,1,1,0,0
S00108949,54,0,0,0,2,7,7,11,13,14
S00108950,55,0,0,1,7,11,12,6,10,8
S00108951,54,0,0,0,5,20,16,5,7,1
S00108952,73,1,1,6,17,27,13,0,3,5
S00108953,40,0,1,1,5,19,7,5,1,1
S00108954,36,0,0,1,19,15,1,0,0,0
S00108955,57,0,1,6,21,21,8,0,0,0
S00108956,44,0,0,0,5,14,8,4,6,7
S00108957,71,0,0,1,4,6,12,7,16,25
S00108958,59,0,0,0,14,29,13,2,0,1
S00108959,67,0,0,0,9,24,13,3,8,10
S00108960,55,0,0,4,14,17,7,9,3,1
S00108961,58,0,0,5,10,27,11,3,1,1
S00108962,72,0,0,0,1,4,8,3,21,35
S00108963,49,0,1,1,10,3,4,23,5,2
S00108964,28,0,0,1,1,1,4,6,5,10
S00108965,51,0,0,0,0,8,12,16,11,4
S00108966,67,0,0,0,2,5,3,16,25,16
S00108967,24,0,0,0,0,12,3,3,5,1
S00108968,32,0,0,1,1,4,15,7,3,1
S00108969,69,0,0,1,9,12,14,5,15,13
S00108970,33,0,0,0,1,5,2,10,11,4
S00108971,45,2,6,32,3,2,0,0,0,0
S00108972,39,0,2,0,20,11,5,1,0,0
S00108973,40,0,1,2,11,21,2,0,2,1
S00108974,61,0,1,2,14,18,18,5,3,0
S00108975,31,0,0,0,8,6,13,3,1,0
S00108976,59,0,0,2,1,4,23,21,5,3
S00108977,34,0,1,3,5,8,9,3,3,2
S00108978,75,0,0,1,8,19,23,9,9,6
S00108979,58,0,0,0,4,10,9,26,8,1
S00108980,47,0,0,0,8,6,11,7,6,9
S00108981,30,0,0,0,6,20,4,0,0,0
S00108982,67,0,1,1,12,16,12,19,3,3
S00108983,95,0,0,3,6,16,30,22,8,10
S00108984,56,0,0,2,3,15,11,5,13,7
S00108985,53,0,0,1,5,13,15,7,12,0
S00108986,44,0,0,0,2,7,10,17,4,4
S00108987,61,0,0,2,23,13,10,6,2,5
S00108988,49,0,2,4,11,6,14,4,2,6
S00108989,47,0,0,7,12,8,7,3,2,8
S00108990,43,0,1,3,20,12,5,2,0,0
S00108991,36,0,1,2,12,6,4,3,3,5
S00108992,20,0,0,2,4,3,1,2,3,5
S00108993,36,0,0,3,9,17,4,0,1,2
S00108994,43,0,0,0,7,16,6,9,5,0
S00108995,59,0,0,3,19,25,4,2,1,5
S00108996,43,0,0,2,9,4,7,4,10,7
S00108997,42,0,0,1,1,9,6,9,5,11
S00108998,37,0,0,0,10,10,3,9,3,2
S00108999,67,0,0,13,18,5,8,16,3,4
S00109000,53,0,2,2,32,8,4,1,4,0
S00109001,38,0,1,0,7,4,6,9,3,8
S00109002,61,0,1,0,9,9,8,12,11,11
S00109003,34,0,0,0,1,3,10,8,10,2
S00109004,61,0,0,0,3,8,20,21,8,1
S00109005,76,0,1,1,14,51,6,1,1,1
S00109006,23,0,1,1,3,2,3,6,5,2
S00109007,64,0,0,3,12,16,9,6,7,11
S00109008,37,1,3,4,6,8,8,5,1,1
S00109009,76,0,5,3,24,32,9,3,0,0
S00109010,30,0,1,7,8,5,1,3,2,3
S00109011,63,0,1,9,31,14,5,3,0,0
S00109012,69,1,0,1,17,19,9,14,5,3
S00109013,28,1,1,1,4,5,5,0,4,7
S00109014,25,0,0,0,2,6,13,4,0,0
S00109015,38,3,2,13,7,6,4,1,1,1
S00109016,63,0,0,0,19,2,9,19,4,10
S00109017,60,0,0,0,4,3,18,8,13,14
S00109018,39,0,0,2,2,9,10,5,4,7
S00109019,77,0,0,8,12,17,12,11,6,11
S00109020,65,0,0,2,1,12,18,18,11,3
S00109021,44,0,0,0,1,6,11,1,21,4
S00109022,52,0,0,0,6,14,7,12,11,2
S00109023,26,0,0,1,0,7,1,6,5,6
S00109024,37,0,0,1,2,5,12,9,5,3
S00109025,44,0,0,0,11,13,7,9,3,1
S00109026,34,0,0,0,5,7,6,10,3,3
S00109027,43,0,0,2,9,11,7,4,7,3
S00109028,67,0,0,3,18,18,9,6,6,7
S00109029,59,0,0,8,13,14,13,5,3,3
S00109030,54,0,0,0,17,22,10,3,0,2
S00109031,31,0,2,1,20,4,3,1,0,0
S00109032,54,0,1,3,20,2,5,8,7,8
S00109033,31,0,1,4,3,11,6,4,0,2
S00109034,53,0,1,1,5,16,6,10,2,12
S00109035,63,0,1,1,13,8,10,12,8,10
S00109036,69,0,0,8,17,16,7,8,0,13
S00109037,56,0,0,3,9,17,12,10,3,2
S00109038,67,1,0,3,9,15,14,10,4,11
S00109039,44,1,0,0,7,15,5,5,5,6
S00109040,49,0,0,1,7,2,13,13,7,6
S00109041,64,0,1,1,12,4,10,11,9,16
S00109042,50,0,1,1,13,7,4,8,6,10
S00109043,62,0,0,3,7,22,13,5,7,5
S00109044,42,0,0,0,12,10,6,4,4,6
S00109045,43,0,0,4,11,12,7,2,2,5
S00109046,57,0,0,4,10,20,12,4,3,4
S00109047,29,0,0,0,5,7,11,5,0,1
S00109048,27,0,0,1,9,1,2,4,4,6
S00109049,36,0,0,0,4,11,5,6,4,6
S00109050,25,0,0,1,9,3,6,3,0,3
S00109051,55,0,1,2,5,11,14,11,4,7
S00109052,41,0,1,2,6,8,7,8,3,6
S00109053,38,0,0,0,5,8,5,6,2,12
S00109054,55,0,0,1,10,8,9,8,6,13
S00109055,32,0,0,2,5,10,2,6,3,4
S00109056,36,0,0,0,6,8,6,2,3,11
S00109057,37,0,1,2,7,4,4,9,5,5
S00109058,66,0,2,2,15,11,8,8,11,9
S00109059,56,0,1,6,27,18,3,1,0,0
S00109060,77,0,1,11,18,14,16,9,5,3
S00109061,43,0,0,1,9,6,10,3,4,10
S00109062,52,0,1,4,15,21,9,2,0,0
S00109063,64,0,1,6,16,25,7,2,4,3
S00109064,42,0,0,5,15,8,5,3,4,2
S00109065,39,0,0,1,10,15,6,1,2,4
S00109066,48,0,0,5,10,9,3,7,4,10
S00109067,63,0,0,1,14,17,11,11,6,3
S00109068,22,0,0,4,6,12,0,0,0,0
S00109069,59,0,0,2,4,12,8,7,10,16
S00109070,47,0,0,4,10,10,9,1,3,10
S00109071,43,0,0,1,9,10,6,5,5,7
S00109072,48,0,0,6,17,14,5,1,4,1
S00109073,39,0,0,2,6,8,3,5,2,13
S00109074,41,0,0,2,6,10,5,5,4,9
S00109075,36,0,0,0,4,10,2,8,3,9
S00109076,40,0,0,2,6,7,9,5,6,5
S00109077,39,0,0,2,7,11,5,3,4,7
S00109078,41,0,2,1,7,12,8,4,4,3
S00109079,54,0,1,2,10,9,7,8,7,10
S00109080,56,0,0,1,14,12,11,6,3,9
S00109081,58,0,0,1,17,6,4,7,6,17
S00109082,47,1,0,0,5,6,9,9,6,11
S00109083,52,0,2,1,8,11,13,5,4,8
S00109084,54,0,0,0,13,24,8,4,1,4
S00109085,60,0,0,0,6,11,25,9,4,5
S00109086,43,0,0,2,7,10,7,6,3,8
S00109087,28,0,1,0,3,4,2,2,1,15
S00109088,32,0,0,1,9,10,5,3,1,3
S00109089,38,0,0,2,11,7,5,4,5,4
S00109090,67,0,0,1,4,13,6,15,20,8
S00109091,73,0,1,6,20,12,12,3,3,16
S00109092,40,0,0,1,1,10,7,8,11,2
S00109093,47,0,0,0,5,11,4,10,5,12
S00109094,48,0,0,2,7,13,4,10,2,10
S00109095,53,0,1,3,11,11,9,7,6,5
S00109096,35,0,1,4,3,10,6,4,1,6
S00109097,53,0,0,6,12,12,9,4,2,8
S00109098,48,0,0,1,8,9,6,9,5,10
S00109099,49,0,0,1,14,4,8,4,3,15
S00109100,40,0,1,1,11,9,8,0,2,8
S00109101,27,0,0,0,3,5,5,3,2,9
S00109102,67,0,1,5,15,11,20,8,2,5
S00109103,42,0,0,4,9,9,8,10,1,1
S00109104,65,0,0,13,17,20,4,4,7,0
S00109105,29,1,0,2,5,9,3,4,0,5
S00109106,70,0,0,3,8,13,12,11,10,13
S00109107,32,0,1,1,10,9,4,5,2,0
S00109108,47,2,0,0,11,7,6,4,7,10
S00109109,29,0,0,0,7,4,6,4,2,6
S00109110,51,0,0,2,7,12,4,6,7,13
S00109111,36,0,0,0,6,6,7,3,5,9
S00109112,40,0,0,1,3,3,6,7,10,10
S00109113,30,7,1,0,7,8,2,1,1,3
S00109114,61,0,1,0,5,7,11,12,10,15
S00109115,48,0,2,4,9,5,5,8,5,10
S00109116,71,0,0,3,10,8,13,14,7,16
S00109117,46,0,0,0,9,7,7,5,4,14
S00109118,66,0,0,2,15,8,5,9,12,15
S00109119,82,0,1,5,22,43,5,0,4,2
S00109120,62,0,0,20,26,11,3,2,0,0
S00109121,23,0,0,1,0,1,3,5,9,4
