output_area,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S00109370,53,8,12,11,11,7,2,0,2
S00109371,56,9,18,12,12,4,1,0,0
S00109372,41,20,17,3,1,0,0,0,0
S00109373,57,30,22,5,0,0,0,0,0
S00109374,51,11,23,10,5,2,0,0,0
S00109375,50,29,16,4,1,0,0,0,0
S00109376,40,10,15,5,4,5,1,0,0
S00109377,42,17,12,4,5,2,2,0,0
S00109378,74,22,28,8,11,4,1,0,0
S00109379,67,18,24,15,6,3,1,0,0
S00109380,53,15,21,7,6,4,0,0,0
S00109381,51,15,20,6,9,1,0,0,0
S00109382,67,10,29,11,11,4,1,1,0
S00109383,45,15,19,4,6,0,0,0,1
S00109384,72,47,16,7,1,1,0,0,0
S00109385,64,38,21,3,2,0,0,0,0
S00109386,47,26,13,7,1,0,0,0,0
S00109387,35,11,18,2,3,1,0,0,0
S00109388,56,27,20,8,1,0,0,0,0
S00109389,45,20,16,4,5,0,0,0,0
S00109390,64,7,28,15,12,2,0,0,0
S00109391,53,22,10,9,10,2,0,0,0
S00109392,46,3,22,8,9,4,0,0,0
S00109393,47,11,15,9,9,2,1,0,0
S00109394,43,8,15,9,11,0,0,0,0
S00109395,26,9,5,7,4,1,0,0,0
S00109396,39,22,11,5,1,0,0,0,0
S00109397,59,9,23,11,11,2,3,0,0
S00109398,42,9,18,8,6,0,1,0,0
S00109399,42,11,12,11,3,4,0,0,1
S00109400,55,21,20,6,7,0,1,0,0
S00109401,50,28,16,2,3,1,0,0,0
S00109402,41,11,18,5,4,3,0,0,0
S00109403,48,14,13,11,6,3,0,1,0
S00109404,47,14,12,16,3,1,1,0,0
S00109405,44,8,19,9,6,2,0,0,0
S00109406,68,24,23,9,10,2,0,0,0
S00109407,45,37,5,2,1,0,0,0,0
S00109408,59,13,17,18,7,4,0,0,0
S00109409,41,18,17,3,1,2,0,0,0
S00109410,54,13,22,5,11,3,0,0,0
S00109411,43,15,19,6,2,1,0,0,0
S00109412,50,11,18,10,7,3,1,0,0
S00109413,47,17,17,6,6,1,0,0,0
S00109414,42,11,14,4,9,3,1,0,0
S00109415,42,13,9,10,6,4,0,0,0
S00109416,58,26,19,7,4,2,0,0,0
S00109417,44,17,13,5,5,4,0,0,0
S00109418,42,12,15,6,6,2,1,0,0
S00109419,54,8,16,18,7,3,1,1,0
S00109420,60,13,19,13,9,2,4,0,0
S00109421,42,20,14,4,3,0,1,0,0
S00109422,77,35,28,8,5,1,0,0,0
S00109423,37,16,12,4,4,0,0,1,0
S00109424,34,8,13,8,0,4,1,0,0
S00109425,61,18,16,14,7,6,0,0,0
S00109426,75,13,31,14,11,4,2,0,0
S00109427,64,14,26,7,10,5,2,0,0
S00109428,67,13,20,15,16,3,0,0,0
S00109429,59,18,25,10,5,1,0,0,0
S00109430,51,19,19,9,1,2,1,0,0
S00109431,61,21,21,14,4,0,1,0,0
S00109432,39,14,18,3,2,1,1,0,0
S00109433,56,22,26,4,4,0,0,0,0
S00109434,41,7,22,7,3,1,1,0,0
S00109435,48,11,16,12,8,1,0,0,0
S00109436,42,8,21,6,6,1,0,0,0
S00109437,60,53,2,3,2,0,0,0,0
S00109438,26,10,8,5,1,1,1,0,0
S00109439,49,26,10,7,3,3,0,0,0
S00109440,65,50,12,2,1,0,0,0,0
S00109441,31,14,12,3,2,0,0,0,0
S00109442,77,28,28,13,6,2,0,0,0
S00109443,28,7,4,6,8,2,1,0,0
S00109444,32,12,6,6,6,2,0,0,0
S00109445,26,9,6,5,4,2,0,0,0
S00109446,68,22,29,8,5,2,2,0,0
S00109447,22,3,4,3,5,7,0,0,0
S00109448,40,21,10,3,4,2,0,0,0
S00109449,49,26,13,5,3,1,0,1,0
S00109450,48,27,10,7,1,3,0,0,0
S00109451,39,14,16,2,3,3,1,0,0
S00109452,50,26,13,6,3,1,1,0,0
S00109453,59,27,20,5,7,0,0,0,0
S00109454,78,18,30,14,10,4,2,0,0
S00109455,58,31,14,6,5,0,2,0,0
S00109456,44,18,12,8,4,1,1,0,0
S00109457,50,21,18,6,5,0,0,0,0
S00109458,53,21,15,8,7,2,0,0,0
S00109459,47,23,17,4,1,2,0,0,0
S00109460,40,16,16,6,1,1,0,0,0
S00109461,54,20,18,8,5,1,2,0,0
S00109462,38,16,15,5,0,2,0,0,0
S00109463,51,17,19,11,3,0,1,0,0
S00109464,71,11,37,10,8,5,0,0,0
S00109465,43,7,14,13,7,1,1,0,0
S00109466,62,11,28,10,11,2,0,0,0
S00109467,33,15,10,6,2,0,0,0,0
S00109468,52,12,23,8,7,2,0,0,0
S00109469,47,9,28,7,3,0,0,0,0
S00109470,49,16,16,7,9,1,0,0,0
S00109471,54,6,27,8,10,3,0,0,0
S00109472,44,20,20,3,1,0,0,0,0
S00109473,60,8,22,8,19,1,1,1,0
S00109474,68,10,28,10,15,5,0,0,0
S00109475,67,12,29,9,13,4,0,0,0
S00109476,45,3,23,9,9,1,0,0,0
S00109477,61,12,24,16,8,1,0,0,0
S00109478,47,11,15,8,11,1,1,0,0
S00109479,49,7,25,12,5,0,0,0,0
S00109480,70,14,31,11,9,5,0,0,0
S00109481,25,8,6,4,7,0,0,0,0
S00109482,71,22,28,13,5,3,0,0,0
S00109483,34,4,12,5,9,3,1,0,0
S00109484,42,7,20,7,5,2,1,0,0
S00109485,68,14,34,8,11,1,0,0,0
S00109486,69,13,30,17,8,0,1,0,0
S00109487,46,10,21,10,4,1,0,0,0
S00109488,71,22,24,13,10,2,0,0,0
S00109489,48,15,16,8,8,1,0,0,0
S00109490,69,4,21,22,18,2,2,0,0
S00109491,40,21,13,4,0,2,0,0,0
S00109492,44,12,23,5,3,1,0,0,0
S00109493,44,6,14,13,8,2,1,0,0
S00109494,72,18,28,9,12,3,2,0,0
S00109495,38,6,18,6,6,2,0,0,0
S00109496,75,35,28,7,5,0,0,0,0
S00109497,74,35,23,12,3,0,0,1,0
S00109498,56,34,15,6,1,0,0,0,0
S00109499,55,37,12,4,2,0,0,0,0
S00109500,70,44,17,6,2,1,0,0,0
S00109501,40,14,16,6,3,1,0,0,0
S00109502,39,21,8,4,3,0,1,2,0
S00109503,45,35,10,0,0,0,0,0,0
S00109504,44,19,17,4,2,1,0,0,1
S00109505,59,39,13,6,1,0,0,0,0
S00109506,47,20,14,3,8,2,0,0,0
S00109507,57,15,23,7,8,4,0,0,0
S00109508,71,29,18,9,12,3,0,0,0
S00109509,42,24,10,6,0,2,0,0,0
S00109510,61,4,25,13,16,2,0,1,0
S00109511,67,6,31,8,17,4,1,0,0
S00109512,55,9,22,16,7,1,0,0,0
S00109513,43,12,16,8,6,0,1,0,0
S00109514,76,14,35,13,11,3,0,0,0
S00109515,69,7,34,8,11,7,1,1,0
S00109516,69,12,20,12,19,6,0,0,0
S00109517,66,14,30,13,8,1,0,0,0
S00109518,51,14,20,5,10,1,1,0,0
S00109519,50,11,24,8,6,0,1,0,0
S00109520,64,18,25,6,11,3,0,1,0
S00109521,63,21,29,8,5,0,0,0,0
S00109522,61,16,25,8,10,2,0,0,0
S00109523,58,15,26,8,6,3,0,0,0
S00109524,65,11,30,11,11,2,0,0,0
S00109525,39,13,18,2,5,1,0,0,0
S00109526,43,8,25,4,5,1,0,0,0
S00109527,51,9,28,7,6,1,0,0,0
S00109528,29,15,9,2,2,1,0,0,0
S00109529,27,9,12,3,2,1,0,0,0
S00109530,68,33,25,6,4,0,0,0,0
S00109531,50,34,6,2,7,1,0,0,0
S00109532,73,36,20,10,5,2,0,0,0
S00109533,54,23,23,2,3,3,0,0,0
S00109534,66,27,18,9,9,1,2,0,0
S00109535,56,9,21,5,14,4,3,0,0
S00109536,70,32,22,5,9,2,0,0,0
S00109537,75,34,32,5,4,0,0,0,0
S00109538,67,40,18,5,4,0,0,0,0
S00109539,60,25,21,8,4,2,0,0,0
S00109540,75,39,21,8,3,4,0,0,0
S00109541,65,38,19,6,1,0,0,0,1
S00109542,61,42,15,4,0,0,0,0,0
S00109543,56,21,24,8,2,1,0,0,0
S00109544,66,36,19,8,2,1,0,0,0
S00109545,48,22,15,6,5,0,0,0,0
S00109546,55,30,15,7,2,0,1,0,0
S00109547,40,21,10,7,2,0,0,0,0
S00109548,71,30,28,9,2,2,0,0,0
S00109549,53,29,12,8,3,1,0,0,0
S00109550,78,30,33,10,4,1,0,0,0
S00109551,30,13,14,1,0,1,1,0,0
S00109552,66,34,24,3,5,0,0,0,0
S00109553,54,26,16,11,1,0,0,0,0
S00109554,55,32,15,6,2,0,0,0,0
S00109555,49,30,12,7,0,0,0,0,0
S00109556,25,11,5,7,0,2,0,0,0
S00109557,47,14,21,6,3,3,0,0,0
S00109558,65,5,35,16,6,2,0,0,1
S00109559,48,4,19,11,12,2,0,0,0
S00109560,42,13,17,3,6,2,1,0,0
S00109561,30,2,12,5,10,1,0,0,0
S00109562,48,9,21,7,8,3,0,0,0
S00109563,56,12,27,4,10,1,2,0,0
S00109564,77,9,39,20,7,1,1,0,0
S00109565,43,6,21,13,3,0,0,0,0
S00109566,62,39,17,2,2,1,0,1,0
S00109567,64,15,25,14,8,1,1,0,0
S00109568,45,25,13,5,2,0,0,0,0
S00109569,57,11,21,14,7,4,0,0,0
S00109570,54,11,18,10,12,2,1,0,0
S00109571,48,9,22,9,5,2,1,0,0
S00109572,61,27,28,5,0,0,1,0,0
S00109573,43,29,8,3,2,1,0,0,0
S00109574,40,12,14,8,2,4,0,0,0
S00109575,32,6,18,6,2,0,0,0,0
S00109576,72,47,22,2,1,0,0,0,0
S00109577,59,21,23,7,6,2,0,0,0
S00109578,66,41,19,5,1,0,0,0,0
S00109579,51,24,21,3,3,0,0,0,0
S00109580,52,22,18,5,5,2,0,0,0
S00109581,40,19,15,2,1,2,1,0,0
S00109582,75,34,26,5,6,2,2,0,0
S00109583,52,28,13,4,4,3,0,0,0
S00109584,76,30,24,11,7,4,0,0,0
S00109585,64,23,28,7,4,2,0,0,0
S00109586,46,24,16,4,2,0,0,0,0
S00109587,53,13,24,11,4,1,0,0,0
S00109588,77,26,27,11,7,4,2,0,0
S00109589,74,30,33,10,0,0,1,0,0
S00109590,57,12,23,9,10,2,0,0,1
S00109591,67,7,12,23,21,4,0,0,0
S00109592,28,2,12,8,5,1,0,0,0
S00109593,46,11,17,9,4,4,1,0,0
S00109594,63,25,18,13,7,0,0,0,0
S00109595,46,30,13,3,0,0,0,0,0
S00109596,49,14,15,8,10,2,0,0,0
S00109597,50,26,17,3,3,1,0,0,0
S00109598,58,15,26,10,6,1,0,0,0
S00109599,65,28,19,11,5,2,0,0,0
S00109600,32,8,17,7,0,0,0,0,0
S00109601,51,16,21,8,3,2,0,1,0
S00109602,52,23,17,4,7,1,0,0,0
S00109603,57,12,29,9,6,1,0,0,0
S00109604,33,13,14,3,2,1,0,0,0
S00109605,40,26,11,2,1,0,0,0,0
S00109606,45,10,11,10,7,6,0,1,0
S00109607,54,20,20,9,5,0,0,0,0
S00109608,40,23,11,1,2,3,0,0,0
S00109609,40,11,16,8,2,3,0,0,0
S00109610,45,30,11,2,1,0,1,0,0
S00109611,58,38,14,3,2,1,0,0,0
S00109612,61,13,21,8,9,8,1,1,0
S00109613,60,22,15,14,5,2,2,0,0
S00109614,55,6,26,12,10,1,0,0,0
S00109615,51,11,26,6,6,2,0,0,0
S00109616,20,1,9,6,3,1,0,0,0
S00109617,71,10,48,8,4,1,0,0,0
S00109618,51,14,21,7,7,2,0,0,0
S00109619,51,8,26,8,8,0,1,0,0
S00109620,53,14,22,7,7,3,0,0,0
S00109621,43,3,22,4,10,4,0,0,0
S00109622,48,7,19,11,11,0,0,0,0
S00109623,31,7,15,6,2,1,0,0,0
S00109624,45,12,14,9,7,2,1,0,0
S00109625,65,27,23,6,8,1,0,0,0
S00109626,72,7,30,14,16,3,2,0,0
S00109627,49,15,18,10,5,1,0,0,0
S00109628,43,15,17,3,6,2,0,0,0
S00109629,51,16,16,11,5,3,0,0,0
S00109630,60,15,28,6,6,5,0,0,0
S00109631,42,11,12,10,9,0,0,0,0
S00109632,41,9,22,4,4,2,0,0,0
S00109633,73,22,33,10,6,2,0,0,0
S00109634,51,13,25,7,6,0,0,0,0
S00109635,50,11,29,5,3,1,1,0,0
S00109636,28,4,15,5,3,1,0,0,0
S00109637,77,14,41,11,10,1,0,0,0
S00109638,57,30,16,9,2,0,0,0,0
S00109639,55,27,16,4,5,3,0,0,0
S00109640,44,19,12,8,3,1,1,0,0
S00109641,47,26,11,4,5,1,0,0,0
S00109642,73,39,18,11,5,0,0,0,0
S00109643,64,47,11,2,4,0,0,0,0
S00109644,57,35,15,3,3,1,0,0,0
S00109645,76,49,17,8,2,0,0,0,0
S00109646,55,20,24,5,5,0,0,0,1
S00109647,61,15,25,17,4,0,0,0,0
S00109648,66,20,29,8,7,1,1,0,0
S00109649,60,7,28,11,9,4,0,1,0
S00109650,60,18,25,4,12,1,0,0,0
S00109651,40,9,21,6,3,0,1,0,0
S00109652,63,17,23,16,4,3,0,0,0
S00109653,64,20,24,14,6,0,0,0,0
S00109654,37,8,20,5,2,2,0,0,0
S00109655,65,24,19,8,11,3,0,0,0
S00109656,41,14,18,3,5,1,0,0,0
S00109657,63,20,23,9,9,2,0,0,0
S00109658,56,15,28,5,8,0,0,0,0
S00109659,62,19,27,8,8,0,0,0,0
S00109660,47,8,20,11,5,3,0,0,0
S00109661,73,13,28,13,12,5,1,1,0
S00109662,50,13,15,7,7,6,1,1,0
S00109663,72,30,22,12,5,2,1,0,0
S00109664,57,10,24,12,7,3,0,1,0
S00109665,64,38,17,3,4,1,1,0,0
S00109666,41,15,17,5,3,1,0,0,0
S00109667,42,11,17,8,3,2,0,0,1
S00109668,61,25,20,11,4,1,0,0,0
S00109669,46,18,16,5,4,3,0,0,0
S00109670,61,13,20,13,6,7,2,0,0
S00109671,46,11,16,8,9,2,0,0,0
S00109672,40,15,12,4,6,1,2,0,0
S00109673,39,12,14,5,7,1,0,0,0
S00109674,52,9,21,10,9,3,0,0,0
S00109675,64,24,20,11,8,0,1,0,0
S00109676,54,19,22,6,3,2,2,0,0
S00109677,56,27,17,6,5,0,1,0,0
S00109678,61,17,25,7,11,1,0,0,0
S00109679,66,16,26,13,7,3,1,0,0
S00109680,52,27,20,5,0,0,0,0,0
S00109681,54,24,14,8,6,2,0,0,0
S00109682,72,33,24,9,4,1,1,0,0
S00109683,30,8,4,13,3,2,0,0,0
S00109684,50,26,16,6,1,0,1,0,0
S00109685,41,12,17,7,4,1,0,0,0
S00109686,54,8,17,10,16,3,0,0,0
S00109687,39,6,19,5,5,4,0,0,0
S00109688,48,14,22,5,6,1,0,0,0
S00109689,69,21,29,9,8,1,1,0,0
S00109690,50,7,22,9,10,2,0,0,0
S00109691,71,32,23,12,3,1,0,0,0
S00109692,64,18,34,7,4,1,0,0,0
S00109693,34,8,18,2,4,1,0,1,0
S00109694,51,15,11,10,13,2,0,0,0
S00109695,45,6,23,8,6,2,0,0,0
S00109696,49,22,19,4,3,1,0,0,0
S00109697,47,11,18,10,5,3,0,0,0
S00109698,41,12,12,5,10,1,1,0,0
S00109699,65,11,21,17,12,4,0,0,0
S00109700,50,5,8,16,16,5,0,0,0
S00109701,60,8,27,14,10,0,1,0,0
S00109702,57,18,30,7,2,0,0,0,0
S00109703,45,13,14,11,5,2,0,0,0
S00109704,45,9,13,8,11,4,0,0,0
S00109705,38,17,15,1,5,0,0,0,0
S00109706,38,19,9,4,4,1,0,0,1
S00109707,54,20,16,11,5,1,1,0,0
S00109708,43,21,13,3,5,1,0,0,0
S00109709,70,19,28,11,8,4,0,0,0
S00109710,43,11,15,7,8,2,0,0,0
S00109711,49,17,23,7,2,0,0,0,0
S00109712,45,18,21,5,1,0,0,0,0
S00109713,44,12,19,9,3,0,1,0,0
S00109714,66,25,32,4,3,2,0,0,0
S00109715,44,14,13,11,5,1,0,0,0
S00109716,58,30,13,10,4,1,0,0,0
S00109717,50,17,19,5,6,3,0,0,0
S00109718,56,21,23,9,3,0,0,0,0
S00109719,50,18,20,6,4,2,0,0,0
S00109720,53,13,19,7,8,4,2,0,0
S00109721,34,13,11,5,4,1,0,0,0
S00109722,44,26,11,4,3,0,0,0,0
S00109723,61,8,34,9,8,1,1,0,0
S00109724,61,29,19,7,3,2,1,0,0
S00109725,46,14,12,11,8,1,0,0,0
S00109726,54,15,16,14,6,2,1,0,0
S00109727,46,16,18,6,5,1,0,0,0
S00109728,47,14,18,7,5,2,1,0,0
S00109729,47,16,16,8,6,0,1,0,0
S00109730,45,2,22,6,12,2,1,0,0
S00109731,45,4,21,10,8,0,1,1,0
S00109732,66,15,30,9,8,3,1,0,0
S00109733,40,16,10,5,5,4,0,0,0
S00109734,67,7,33,16,8,3,0,0,0
S00109735,74,27,25,17,4,1,0,0,0
S00109736,29,6,11,7,4,0,1,0,0
S00109737,78,8,22,19,20,9,0,0,0
S00109738,63,18,26,11,3,4,1,0,0
S00109739,74,17,26,14,15,2,0,0,0
S00109740,27,4,9,7,5,1,1,0,0
S00109741,51,6,26,7,9,1,2,0,0
S00109742,95,15,43,19,13,4,1,0,0
S00109743,44,9,20,8,6,1,0,0,0
S00109744,47,6,18,10,11,1,1,0,0
S00109745,46,8,20,6,10,1,0,0,1
S00109746,39,9,13,9,7,1,0,0,0
S00109747,72,26,34,9,2,1,0,0,0
S00109748,66,26,18,6,11,3,1,1,0
S00109749,30,6,17,5,1,1,0,0,0
S00109750,65,14,15,17,12,6,1,0,0
S00109751,49,18,21,6,4,0,0,0,0
S00109752,63,14,19,14,8,6,2,0,0
S00109753,73,37,24,9,3,0,0,0,0
S00109754,43,10,14,6,8,5,0,0,0
S00109755,46,18,18,5,3,2,0,0,0
S00109756,70,11,29,9,12,2,4,2,1
S00109757,61,9,26,9,11,4,2,0,0
S00109758,48,6,15,14,5,7,0,1,0
S00109759,48,14,17,11,3,2,1,0,0
S00109760,37,8,13,10,3,3,0,0,0
S00109761,38,19,8,4,4,2,1,0,0
S00109762,67,10,29,14,6,6,1,1,0
S00109763,59,19,19,8,11,2,0,0,0
S00109764,63,9,39,11,2,2,0,0,0
S00109765,55,13,24,11,6,1,0,0,0
S00109766,58,12,26,8,5,6,1,0,0
S00109767,50,17,19,8,2,4,0,0,0
S00109768,64,25,23,10,4,2,0,0,0
S00109769,38,4,20,7,4,3,0,0,0
S00109770,69,14,34,8,13,0,0,0,0
S00109771,45,20,16,5,3,1,0,0,0
S00109772,39,9,21,2,5,2,0,0,0
S00109773,55,21,24,7,3,0,0,0,0
S00109774,51,15,19,8,9,0,0,0,0
S00109775,46,36,6,2,2,0,0,0,0
S00109776,77,34,28,11,2,2,0,0,0
S00109777,67,32,23,8,3,1,0,0,0
S00109778,58,13,16,8,14,3,3,1,0
S00109779,39,9,15,4,7,2,1,1,0
S00109780,36,11,8,8,6,2,0,1,0
S00109781,53,18,19,12,3,0,0,0,1
S00109782,43,22,7,8,5,1,0,0,0
S00109783,38,12,14,6,4,1,1,0,0
S00109784,35,20,7,5,3,0,0,0,0
S00109785,70,24,25,14,5,2,0,0,0
S00109786,45,26,16,0,3,0,0,0,0
S00109787,47,14,13,10,7,1,1,0,1
S00109788,60,10,24,12,8,4,2,0,0
S00109789,62,18,29,9,5,1,0,0,0
S00109790,63,22,24,10,3,3,1,0,0
S00109791,38,10,10,10,7,1,0,0,0
S00109792,43,13,19,7,3,1,0,0,0
S00109793,66,22,22,10,8,2,2,0,0
S00109794,73,22,38,9,3,0,1,0,0
S00109795,68,16,28,14,7,3,0,0,0
S00109796,56,27,16,8,4,1,0,0,0
S00109797,51,7,25,13,4,2,0,0,0
S00109798,44,16,18,5,2,3,0,0,0
S00109799,53,21,18,11,2,1,0,0,0
S00109800,52,18,21,9,3,1,0,0,0
S00109801,52,26,19,5,2,0,0,0,0
S00109802,52,14,21,12,3,2,0,0,0
S00109803,63,25,23,8,5,1,1,0,0
S00109804,59,27,17,12,3,0,0,0,0
S00109805,67,32,21,9,4,1,0,0,0
S00109806,44,15,8,10,9,0,1,1,0
S00109807,44,27,14,3,0,0,0,0,0
S00109808,45,18,15,8,4,0,0,0,0
S00109809,68,37,14,6,7,3,1,0,0
S00109810,74,27,26,13,7,1,0,0,0
S00109811,50,18,22,6,1,3,0,0,0
S00109812,70,12,18,22,13,5,0,0,0
S00109813,68,21,28,6,11,2,0,0,0
S00109814,47,15,15,9,5,3,0,0,0
S00109815,46,33,8,3,0,2,0,0,0
S00109816,53,10,29,12,1,0,0,0,1
S00109817,57,12,22,12,8,3,0,0,0
S00109818,61,12,22,15,6,4,1,1,0
S00109819,37,7,16,6,7,1,0,0,0
S00109820,43,12,14,6,8,2,1,0,0
S00109821,52,13,23,8,6,2,0,0,0
S00109822,49,18,21,7,2,1,0,0,0
S00109823,76,24,29,15,7,1,0,0,0
S00109824,64,20,32,7,2,2,1,0,0
S00109825,50,16,18,8,5,3,0,0,0
S00109826,42,10,15,6,5,6,0,0,0
S00109827,44,21,10,8,3,2,0,0,0
S00109828,45,16,15,7,4,2,0,0,1
S00109829,41,26,10,3,2,0,0,0,0
S00109830,67,18,26,10,12,0,1,0,0
S00109831,42,16,14,4,4,4,0,0,0
S00109832,57,24,21,9,1,2,0,0,0
S00109833,56,39,9,5,0,2,1,0,0
S00109834,74,26,34,8,5,1,0,0,0
S00109835,59,26,17,9,6,0,1,0,0
S00109836,69,28,33,5,3,0,0,0,0
S00109837,66,36,20,9,1,0,0,0,0
S00109838,41,22,13,3,2,1,0,0,0
S00109839,40,23,9,1,6,1,0,0,0
S00109840,49,17,17,8,5,1,1,0,0
S00109841,46,15,15,9,5,2,0,0,0
S00109842,41,15,11,3,8,2,1,1,0
S00109843,42,15,18,5,3,0,1,0,0
S00109844,45,15,17,7,4,1,1,0,0
S00109845,47,25,16,2,4,0,0,0,0
S00109846,39,23,12,3,0,1,0,0,0
S00109847,39,17,17,2,3,0,0,0,0
S00109848,59,25,21,9,4,0,0,0,0
S00109849,47,21,18,7,1,0,0,0,0
S00109850,44,10,16,6,5,4,1,1,1
S00109851,57,14,8,14,15,3,2,1,0
S00109852,36,6,15,7,4,2,1,0,1
S00109853,72,20,20,12,13,5,2,0,0
S00109854,66,18,15,18,12,2,0,1,0
S00109855,73,14,27,11,9,9,3,0,0
S00109856,57,12,20,11,6,6,2,0,0
S00109857,76,20,30,15,6,4,1,0,0
S00109858,69,18,25,8,16,1,1,0,0
S00109859,75,13,27,17,12,5,1,0,0
S00109860,36,10,10,9,6,1,0,0,0
S00109861,25,7,7,5,5,0,1,0,0
S00109862,56,18,27,7,4,0,0,0,0
S00109863,43,18,18,5,2,0,0,0,0
S00109864,45,14,21,7,3,0,0,0,0
S00109865,65,12,31,11,4,6,1,0,0
S00109866,70,27,24,9,6,3,0,1,0
S00109867,37,21,8,5,3,0,0,0,0
S00109868,47,12,16,7,11,1,0,0,0
S00109869,59,32,19,4,4,0,0,0,0
S00109870,73,23,34,14,2,0,0,0,0
S00109871,40,11,15,9,3,0,1,0,1
S00109872,39,14,17,3,4,1,0,0,0
S00109873,48,13,17,9,5,3,1,0,0
S00109874,37,8,14,9,4,2,0,0,0
S00109875,52,17,21,7,5,1,1,0,0
S00109876,45,14,13,10,5,3,0,0,0
S00109877,45,14,15,10,6,0,0,0,0
S00109878,63,12,22,20,5,3,0,1,0
S00109879,76,25,28,9,14,0,0,0,0
S00109880,30,8,11,5,5,0,1,0,0
S00109881,54,20,20,7,6,1,0,0,0
S00109882,68,40,17,5,3,3,0,0,0
S00109883,39,9,16,7,5,2,0,0,0
S00109884,56,24,19,5,4,3,1,0,0
S00109885,50,16,13,12,5,3,1,0,0
S00109886,51,23,11,8,7,1,1,0,0
S00109887,39,14,14,4,6,0,1,0,0
S00109888,54,18,21,8,5,2,0,0,0
S00109889,77,39,25,8,2,0,1,1,1
S00109890,46,13,19,5,6,3,0,0,0
S00109891,60,19,18,15,6,2,0,0,0
S00109892,59,17,21,9,9,3,0,0,0
S00109893,52,13,17,16,5,1,0,0,0
S00109894,43,19,13,6,5,0,0,0,0
S00109895,46,23,12,4,3,2,2,0,0
S00109896,52,16,20,10,5,1,0,0,0
S00109897,54,16,20,6,8,4,0,0,0
S00109898,48,8,19,13,3,4,1,0,0
S00109899,45,16,19,5,2,3,0,0,0
S00109900,41,7,23,3,6,1,1,0,0
S00109901,62,14,22,15,8,3,0,0,0
S00109902,56,22,18,10,3,3,0,0,0
S00109903,52,16,15,14,7,0,0,0,0
S00109904,39,16,13,8,1,1,0,0,0
S00109905,51,14,20,10,4,3,0,0,0
S00109906,43,15,18,7,3,0,0,0,0
S00109907,55,22,19,7,7,0,0,0,0
S00109908,53,13,23,11,5,1,0,0,0
S00109909,58,23,20,7,5,3,0,0,0
S00109910,55,33,10,9,3,0,0,0,0
S00109911,35,12,13,4,4,2,0,0,0
S00109912,77,38,25,9,5,0,0,0,0
S00109913,47,24,12,10,1,0,0,0,0
S00109914,36,23,10,1,1,1,0,0,0
S00109915,73,16,31,14,8,3,1,0,0
S00109916,48,17,22,7,2,0,0,0,0
S00109917,59,36,17,3,1,2,0,0,0
S00109918,41,29,8,4,0,0,0,0,0
S00109919,62,32,12,8,8,1,1,0,0
S00109920,46,27,7,8,3,1,0,0,0
S00109921,44,16,18,8,1,1,0,0,0
S00109922,35,16,18,1,0,0,0,0,0
S00109923,53,22,19,7,4,1,0,0,0
S00109924,51,33,9,5,2,1,1,0,0
S00109925,71,33,29,7,1,1,0,0,0
S00109926,49,21,14,5,4,4,1,0,0
S00109927,30,12,7,7,2,2,0,0,0
S00109928,28,7,9,4,4,3,1,0,0
S00109929,46,36,10,0,0,0,0,0,0
S00109930,43,31,12,0,0,0,0,0,0
S00109931,43,30,9,3,1,0,0,0,0
S00109932,76,30,27,14,3,2,0,0,0
S00109933,45,9,25,4,7,0,0,0,0
S00109934,42,4,18,6,10,2,2,0,0
S00109935,66,28,17,10,9,2,0,0,0
S00109936,66,17,25,16,6,1,0,1,0
S00109937,44,25,17,1,1,0,0,0,0
S00109938,49,29,18,1,1,0,0,0,0
S00109939,65,40,19,4,2,0,0,0,0
S00109940,51,18,19,7,6,1,0,0,0
S00109941,45,22,13,4,6,0,0,0,0
S00109942,34,8,15,6,3,1,1,0,0
S00109943,61,18,30,6,4,2,1,0,0
S00109944,36,5,16,7,6,2,0,0,0
S00109945,48,10,24,6,7,1,0,0,0
S00109946,43,9,19,3,10,2,0,0,0
S00109947,46,31,10,5,0,0,0,0,0
S00109948,33,22,7,2,2,0,0,0,0
S00109949,53,23,21,6,2,1,0,0,0
S00109950,58,30,24,2,2,0,0,0,0
S00109951,56,18,22,6,7,2,1,0,0
S00109952,37,15,10,5,5,1,1,0,0
S00109953,44,21,15,4,3,1,0,0,0
S00109954,35,19,11,2,3,0,0,0,0
S00109955,38,19,16,2,1,0,0,0,0
S00109956,58,29,22,3,3,1,0,0,0
S00109957,45,32,8,4,1,0,0,0,0
S00109958,30,13,11,5,1,0,0,0,0
S00109959,68,37,19,6,3,3,0,0,0
S00109960,51,38,7,4,1,1,0,0,0
S00109961,31,17,7,4,2,1,0,0,0
S00109962,49,31,8,2,8,0,0,0,0
S00109963,64,23,20,9,7,4,1,0,0
S00109964,48,25,15,7,1,0,0,0,0
S00109965,59,22,30,3,1,2,1,0,0
S00109966,42,33,9,0,0,0,0,0,0
S00109967,39,25,14,0,0,0,0,0,0
S00109968,77,20,27,15,10,4,1,0,0
S00109969,38,5,16,6,5,4,2,0,0
S00109970,50,8,16,9,12,5,0,0,0
S00109971,59,9,21,11,11,6,1,0,0
S00109972,64,8,24,10,13,7,1,0,1
S00109973,58,7,23,16,5,5,1,1,0
S00109974,64,15,20,10,9,7,2,1,0
S00109975,36,9,7,11,6,3,0,0,0
