output_area,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S00124737,37,2,21,9,4,1,0,0,0
S00124738,50,27,15,5,3,0,0,0,0
S00124739,49,20,13,7,8,1,0,0,0
S00124740,53,18,15,8,8,3,0,1,0
S00124741,82,30,25,9,13,5,0,0,0
S00124742,53,16,21,7,6,3,0,0,0
S00124743,67,19,25,13,5,2,0,3,0
S00124744,73,22,31,13,5,2,0,0,0
S00124745,58,12,25,12,3,6,0,0,0
S00124746,62,20,22,11,7,1,1,0,0
S00124747,51,19,10,10,11,1,0,0,0
S00124748,43,19,7,11,5,1,0,0,0
S00124749,72,27,25,12,6,2,0,0,0
S00124750,60,25,21,9,1,3,1,0,0
S00124751,48,4,18,11,8,4,2,1,0
S00124752,49,15,20,9,2,2,1,0,0
S00124753,44,22,13,4,3,1,1,0,0
S00124754,34,17,8,4,4,1,0,0,0
S00124755,43,9,20,8,5,1,0,0,0
S00124756,77,40,26,7,4,0,0,0,0
S00124757,62,36,18,5,1,1,0,1,0
S00124758,74,30,29,9,4,1,1,0,0
S00124759,61,24,20,5,8,4,0,0,0
S00124760,49,16,22,8,2,1,0,0,0
S00124761,49,18,21,6,4,0,0,0,0
S00124762,53,32,15,4,1,1,0,0,0
S00124763,50,23,17,6,4,0,0,0,0
S00124764,43,30,10,3,0,0,0,0,0
S00124765,38,22,10,3,3,0,0,0,0
S00124766,42,13,14,10,4,1,0,0,0
S00124767,49,28,11,4,4,1,1,0,0
S00124768,57,21,25,7,4,0,0,0,0
S00124769,40,13,17,6,3,1,0,0,0
S00124770,63,14,19,10,10,6,3,1,0
S00124771,42,12,20,8,2,0,0,0,0
S00124772,43,15,21,6,1,0,0,0,0
S00124773,46,8,16,8,5,8,0,1,0
S00124774,44,30,12,2,0,0,0,0,0
S00124775,45,31,10,4,0,0,0,0,0
S00124776,38,13,13,10,0,2,0,0,0
S00124777,35,19,14,2,0,0,0,0,0
S00124778,45,32,10,1,1,1,0,0,0
S00124779,35,11,17,3,4,0,0,0,0
S00124780,75,23,29,12,9,2,0,0,0
S00124781,44,31,12,1,0,0,0,0,0
S00124782,80,51,20,6,2,1,0,0,0
S00124783,29,15,6,5,3,0,0,0,0
S00124784,53,17,19,8,8,1,0,0,0
S00124785,81,40,21,17,3,0,0,0,0
S00124786,62,36,13,9,4,0,0,0,0
S00124787,58,6,30,12,9,0,1,0,0
S00124788,43,14,7,5,10,4,2,1,0
S00124789,30,12,9,6,2,1,0,0,0
S00124790,51,21,16,9,4,1,0,0,0
S00124791,69,21,27,13,5,3,0,0,0
S00124792,57,18,21,10,7,0,0,0,1
S00124793,47,15,11,7,13,0,0,0,1
S00124794,53,25,16,9,2,0,1,0,0
S00124795,53,13,17,9,11,3,0,0,0
S00124796,43,15,11,6,9,2,0,0,0
S00124797,68,10,24,12,13,9,0,0,0
S00124798,65,14,26,14,11,0,0,0,0
S00124799,27,10,9,5,3,0,0,0,0
S00124800,41,14,13,1,11,2,0,0,0
S00124801,44,23,15,5,1,0,0,0,0
S00124802,49,31,14,1,3,0,0,0,0
S00124803,57,11,18,11,11,3,2,1,0
S00124804,50,27,14,4,2,1,1,1,0
S00124805,67,40,22,2,3,0,0,0,0
S00124806,49,14,18,9,3,2,0,2,1
S00124807,31,9,8,13,1,0,0,0,0
S00124808,69,20,12,13,9,5,5,3,2
S00124809,74,14,23,11,21,5,0,0,0
S00124810,69,20,10,21,11,5,1,1,0
S00124811,57,16,15,12,11,2,0,1,0
S00124812,42,15,11,8,6,0,1,1,0
S00124813,41,12,10,7,8,4,0,0,0
S00124814,46,11,11,12,7,5,0,0,0
S00124815,38,6,15,8,5,3,0,1,0
S00124816,39,17,6,7,5,3,1,0,0
S00124817,73,23,25,16,6,3,0,0,0
S00124818,30,11,11,7,0,1,0,0,0
S00124819,51,20,14,11,3,3,0,0,0
S00124820,65,33,17,10,2,3,0,0,0
S00124821,53,9,22,15,6,1,0,0,0
S00124822,39,10,10,9,8,2,0,0,0
S00124823,61,21,16,16,6,2,0,0,0
S00124824,45,22,16,5,1,1,0,0,0
S00124825,38,15,17,4,2,0,0,0,0
S00124826,68,27,18,15,5,3,0,0,0
S00124827,59,27,15,8,8,1,0,0,0
S00124828,42,21,13,5,3,0,0,0,0
S00124829,60,25,13,16,4,2,0,0,0
S00124830,70,32,19,16,3,0,0,0,0
S00124831,61,29,22,5,5,0,0,0,0
S00124832,42,10,15,10,6,1,0,0,0
S00124833,44,14,18,7,4,1,0,0,0
S00124834,46,17,14,6,4,5,0,0,0
S00124835,38,10,12,9,3,2,2,0,0
S00124836,37,9,12,8,6,2,0,0,0
S00124837,77,34,25,12,6,0,0,0,0
S00124838,75,24,29,9,6,6,1,0,0
S00124839,33,15,11,4,2,1,0,0,0
S00124840,45,15,19,2,7,2,0,0,0
S00124841,54,11,18,10,11,4,0,0,0
S00124842,37,13,10,7,5,2,0,0,0
S00124843,65,8,36,10,8,3,0,0,0
S00124844,46,16,24,3,2,1,0,0,0
S00124845,43,11,14,9,7,2,0,0,0
S00124846,43,13,9,8,9,4,0,0,0
S00124847,48,22,18,8,0,0,0,0,0
S00124848,66,30,18,12,6,0,0,0,0
S00124849,54,19,14,7,10,3,1,0,0
S00124850,68,17,25,19,4,3,0,0,0
S00124851,41,25,10,4,0,1,1,0,0
S00124852,38,10,17,8,2,1,0,0,0
S00124853,76,41,22,7,4,2,0,0,0
S00124854,66,21,22,17,5,1,0,0,0
S00124855,39,11,19,4,4,1,0,0,0
S00124856,65,26,23,13,2,0,0,1,0
S00124857,75,25,32,8,8,1,1,0,0
S00124858,79,23,34,11,9,2,0,0,0
S00124859,45,19,16,8,2,0,0,0,0
S00124860,54,30,17,4,3,0,0,0,0
S00124861,52,25,16,5,5,0,0,1,0
S00124862,36,11,11,6,6,1,1,0,0
S00124863,47,34,7,4,2,0,0,0,0
S00124864,55,17,17,10,10,1,0,0,0
S00124865,37,8,11,9,7,1,1,0,0
S00124866,75,27,24,10,11,3,0,0,0
S00124867,46,25,10,7,4,0,0,0,0
S00124868,74,15,24,17,13,4,1,0,0
S00124869,77,19,23,19,11,3,1,1,0
S00124870,83,56,19,5,1,2,0,0,0
S00124871,49,7,20,8,8,4,2,0,0
S00124872,58,24,20,7,4,3,0,0,0
S00124873,47,16,13,9,4,4,1,0,0
S00124874,49,26,10,8,4,1,0,0,0
S00124875,46,18,18,8,1,1,0,0,0
S00124876,59,13,16,13,12,4,1,0,0
S00124877,76,27,19,12,14,1,3,0,0
S00124878,48,20,15,5,5,3,0,0,0
S00124879,55,42,12,1,0,0,0,0,0
S00124880,75,18,26,8,15,6,1,0,1
S00124881,57,19,14,9,8,6,1,0,0
S00124882,75,15,25,19,11,4,1,0,0
S00124883,71,23,17,11,13,6,1,0,0
S00124884,72,8,26,14,18,5,1,0,0
S00124885,51,22,15,6,6,2,0,0,0
S00124886,64,24,26,9,4,1,0,0,0
S00124887,76,30,32,7,6,0,0,1,0
S00124888,61,14,27,10,8,2,0,0,0
S00124889,82,15,18,21,16,12,0,0,0
S00124890,56,10,16,13,11,3,2,1,0
S00124891,65,16,20,12,14,3,0,0,0
S00124892,64,16,25,13,6,2,2,0,0
S00124893,44,12,8,10,6,6,1,1,0
S00124894,43,10,11,8,7,4,3,0,0
S00124895,66,28,22,8,8,0,0,0,0
S00124896,61,26,13,10,8,4,0,0,0
S00124897,40,3,18,6,10,1,2,0,0
S00124898,56,7,20,12,16,1,0,0,0
S00124899,65,18,18,16,13,0,0,0,0
S00124900,54,9,20,14,9,2,0,0,0
S00124901,40,10,15,6,9,0,0,0,0
S00124902,38,7,18,9,4,0,0,0,0
S00124903,71,23,25,15,6,2,0,0,0
S00124904,72,15,25,14,15,3,0,0,0
S00124905,47,15,14,10,7,0,1,0,0
S00124906,31,10,12,4,3,2,0,0,0
S00124907,51,10,16,15,9,1,0,0,0
S00124908,68,16,24,19,8,0,1,0,0
S00124909,62,19,25,11,6,1,0,0,0
S00124910,66,15,27,7,13,2,2,0,0
S00124911,60,12,25,12,8,2,1,0,0
S00124912,74,28,21,15,7,1,2,0,0
S00124913,42,18,16,6,2,0,0,0,0
S00124914,53,10,17,15,9,1,0,1,0
S00124915,31,11,11,8,1,0,0,0,0
S00124916,46,10,17,12,7,0,0,0,0
S00124917,43,4,14,11,10,3,1,0,0
S00124918,41,6,18,6,8,1,2,0,0
S00124919,52,2,18,8,15,8,1,0,0
S00124920,54,17,20,12,4,1,0,0,0
S00124921,50,15,17,10,7,1,0,0,0
S00124922,42,18,12,6,6,0,0,0,0
S00124923,42,1,14,13,10,3,1,0,0
S00124924,73,3,33,16,14,5,1,1,0
S00124925,46,12,17,12,3,2,0,0,0
S00124926,66,19,26,9,12,0,0,0,0
S00124927,66,23,26,11,5,1,0,0,0
S00124928,64,15,31,7,10,0,0,0,1
S00124929,71,34,25,10,2,0,0,0,0
S00124930,57,34,15,6,2,0,0,0,0
S00124931,53,10,31,9,2,0,1,0,0
S00124932,43,5,19,10,8,1,0,0,0
S00124933,77,39,28,6,3,1,0,0,0
S00124934,61,16,22,13,9,0,1,0,0
S00124935,50,17,18,7,7,1,0,0,0
S00124936,40,4,14,8,8,3,2,1,0
S00124937,37,20,6,6,2,2,0,1,0
S00124938,73,31,19,10,10,3,0,0,0
S00124939,56,15,21,6,7,7,0,0,0
S00124940,49,20,13,10,5,1,0,0,0
S00124941,51,13,20,4,8,6,0,0,0
S00124942,46,15,14,6,5,6,0,0,0
S00124943,47,10,14,10,5,5,2,1,0
S00124944,73,25,21,15,7,4,1,0,0
S00124945,70,34,24,7,3,1,1,0,0
S00124946,45,8,14,11,8,4,0,0,0
S00124947,45,10,19,5,7,3,1,0,0
S00124948,26,9,7,2,4,4,0,0,0
S00124949,30,6,14,5,3,2,0,0,0
S00124950,58,10,25,13,7,1,2,0,0
S00124951,48,5,22,11,6,4,0,0,0
S00124952,48,4,20,15,6,2,0,1,0
S00124953,44,9,16,12,7,0,0,0,0
S00124954,60,8,24,12,14,2,0,0,0
S00124955,50,7,18,11,8,4,2,0,0
S00124956,49,5,23,10,10,1,0,0,0
S00124957,49,4,18,13,9,4,0,0,1
S00124958,50,9,18,9,12,2,0,0,0
S00124959,48,19,16,12,1,0,0,0,0
S00124960,40,9,13,6,9,3,0,0,0
S00124961,57,10,13,16,11,5,2,0,0
S00124962,62,9,20,18,13,2,0,0,0
S00124963,61,29,19,6,6,1,0,0,0
S00124964,74,7,42,19,4,1,1,0,0
S00124965,59,9,29,10,6,2,2,1,0
S00124966,73,19,24,14,14,1,0,1,0
S00124967,62,12,30,8,10,1,0,1,0
S00124968,42,9,13,5,8,6,0,1,0
S00124969,68,28,20,9,7,3,1,0,0
S00124970,69,21,19,19,7,3,0,0,0
S00124971,57,14,13,9,15,4,2,0,0
S00124972,49,11,12,8,9,3,5,0,1
S00124973,45,8,20,8,7,2,0,0,0
S00124974,56,31,13,6,3,2,1,0,0
S00124975,46,16,24,2,3,1,0,0,0
S00124976,39,9,10,4,14,2,0,0,0
S00124977,75,14,25,13,19,3,1,0,0
S00124978,47,12,14,7,8,6,0,0,0
S00124979,59,14,19,13,9,4,0,0,0
S00124980,49,12,19,8,9,1,0,0,0
S00124981,56,11,19,15,6,2,1,1,1
S00124982,40,8,18,5,7,1,1,0,0
S00124983,44,16,12,9,5,1,1,0,0
S00124984,39,9,19,7,3,1,0,0,0
S00124985,63,17,26,12,5,2,0,1,0
S00124986,57,15,27,8,3,2,2,0,0
S00124987,43,14,15,10,1,2,1,0,0
S00124988,67,21,22,15,6,2,1,0,0
S00124989,56,20,21,11,3,1,0,0,0
S00124990,73,23,27,7,14,2,0,0,0
S00124991,61,12,19,16,9,3,2,0,0
S00124992,48,11,21,4,7,5,0,0,0
S00124993,70,14,21,10,19,2,3,1,0
S00124994,71,24,26,11,7,3,0,0,0
S00124995,49,20,17,6,5,1,0,0,0
S00124996,74,23,25,13,12,1,0,0,0
S00124997,85,27,32,14,11,1,0,0,0
S00124998,48,12,20,10,6,0,0,0,0
S00124999,47,15,14,9,7,2,0,0,0
S00125000,45,10,15,8,8,1,3,0,0
S00125001,62,15,27,10,8,1,1,0,0
S00125002,69,6,16,22,13,11,1,0,0
S00125003,63,29,30,3,1,0,0,0,0
S00125004,47,12,26,4,2,2,0,0,1
S00125005,54,5,13,10,15,8,3,0,0
S00125006,42,4,18,10,2,7,1,0,0
S00125007,32,4,13,6,7,2,0,0,0
S00125008,41,2,14,4,14,5,2,0,0
S00125009,55,22,22,9,2,0,0,0,0
S00125010,40,3,20,10,5,2,0,0,0
S00125011,58,13,19,7,18,1,0,0,0
S00125012,69,10,23,18,14,3,1,0,0
S00125013,71,6,25,15,20,3,2,0,0
S00125014,52,13,20,5,10,4,0,0,0
S00125015,69,21,39,3,5,0,0,1,0
S00125016,50,17,16,6,11,0,0,0,0
S00125017,38,12,17,6,1,2,0,0,0
S00125018,44,5,20,9,7,3,0,0,0
S00125019,54,17,27,4,4,2,0,0,0
S00125020,67,10,28,11,15,3,0,0,0
S00125021,55,10,29,7,7,1,1,0,0
S00125022,53,6,23,12,8,3,1,0,0
S00125023,69,24,20,11,7,7,0,0,0
S00125024,49,19,13,8,5,3,1,0,0
S00125025,77,41,21,9,5,1,0,0,0
S00125026,70,30,21,10,7,2,0,0,0
S00125027,74,11,41,13,7,2,0,0,0
S00125028,41,9,10,10,11,1,0,0,0
S00125029,38,7,15,7,9,0,0,0,0
S00125030,40,23,7,5,4,1,0,0,0
S00125031,76,36,15,14,7,4,0,0,0
S00125032,62,19,28,9,4,1,1,0,0
S00125033,52,10,22,12,4,4,0,0,0
S00125034,76,13,34,12,11,4,2,0,0
S00125035,64,29,25,4,4,2,0,0,0
S00125036,49,6,19,13,9,2,0,0,0
S00125037,40,21,5,4,8,2,0,0,0
S00125038,51,16,18,5,8,4,0,0,0
S00125039,73,21,21,14,11,4,2,0,0
S00125040,62,8,27,16,7,4,0,0,0
S00125041,74,8,37,17,9,3,0,0,0
S00125042,66,11,23,14,12,3,2,0,1
S00125043,45,14,16,8,6,1,0,0,0
S00125044,71,24,21,14,8,2,2,0,0
S00125045,63,13,19,18,6,5,2,0,0
S00125046,41,20,14,3,2,2,0,0,0
S00125047,67,21,26,9,8,3,0,0,0
S00125048,38,6,15,7,6,2,1,0,1
S00125049,44,9,17,9,7,2,0,0,0
S00125050,64,12,23,10,15,4,0,0,0
S00125051,59,40,15,4,0,0,0,0,0
S00125052,63,20,24,11,4,4,0,0,0
S00125053,58,30,20,5,2,1,0,0,0
S00125054,50,22,20,6,2,0,0,0,0
S00125055,46,18,17,8,2,1,0,0,0
S00125056,51,15,12,7,7,8,1,1,0
S00125057,38,14,14,6,4,0,0,0,0
S00125058,61,29,18,7,5,1,1,0,0
S00125059,48,20,8,8,9,2,1,0,0
S00125060,51,22,10,10,7,2,0,0,0
S00125061,60,35,18,5,2,0,0,0,0
S00125062,52,17,19,6,7,3,0,0,0
S00125063,58,49,7,2,0,0,0,0,0
S00125064,61,42,15,2,1,1,0,0,0
S00125065,41,32,6,2,1,0,0,0,0
S00125066,46,24,16,5,1,0,0,0,0
S00125067,53,29,12,4,4,3,1,0,0
S00125068,42,24,11,3,4,0,0,0,0
S00125069,39,25,7,5,1,1,0,0,0
S00125070,57,31,16,8,2,0,0,0,0
S00125071,49,14,16,12,5,2,0,0,0
S00125072,39,20,6,6,6,1,0,0,0
S00125073,49,14,16,7,8,2,2,0,0
S00125074,54,22,16,4,5,7,0,0,0
S00125075,57,15,19,15,6,2,0,0,0
S00125076,36,6,12,9,6,2,1,0,0
S00125077,53,19,12,14,3,5,0,0,0
S00125078,49,19,19,4,4,2,1,0,0
S00125079,82,21,28,12,16,5,0,0,0
S00125080,63,20,21,15,5,2,0,0,0
S00125081,44,12,17,9,4,2,0,0,0
S00125082,27,9,9,3,2,4,0,0,0
S00125083,57,33,15,4,4,1,0,0,0
S00125084,32,14,17,1,0,0,0,0,0
S00125085,62,8,33,6,10,4,0,1,0
S00125086,46,5,12,12,12,5,0,0,0
S00125087,42,14,16,8,4,0,0,0,0
S00125088,44,10,21,8,5,0,0,0,0
S00125089,55,36,13,3,3,0,0,0,0
S00125090,54,11,24,7,9,3,0,0,0
S00125091,36,12,13,4,6,0,1,0,0
S00125092,42,20,16,4,2,0,0,0,0
S00125093,50,30,18,2,0,0,0,0,0
S00125094,69,9,24,15,12,8,1,0,0
S00125095,38,14,17,4,2,1,0,0,0
S00125096,45,8,18,10,8,1,0,0,0
S00125097,50,34,8,4,3,1,0,0,0
S00125098,38,11,14,8,5,0,0,0,0
S00125099,60,5,19,11,16,9,0,0,0
S00125100,73,16,23,20,13,1,0,0,0
S00125101,35,5,7,9,13,1,0,0,0
S00125102,32,4,10,9,9,0,0,0,0
S00125103,71,54,12,3,1,1,0,0,0
S00125104,30,14,12,2,1,0,1,0,0
S00125105,27,3,12,6,5,1,0,0,0
S00125106,30,5,10,5,9,1,0,0,0
S00125107,71,25,33,9,3,1,0,0,0
S00125108,31,5,12,4,6,2,2,0,0
S00125109,65,16,29,7,9,3,0,1,0
S00125110,55,21,16,7,10,1,0,0,0
S00125111,57,27,20,9,0,1,0,0,0
S00125112,66,4,24,15,17,6,0,0,0
S00125113,22,4,6,6,5,1,0,0,0
S00125114,38,6,14,10,6,2,0,0,0
S00125115,33,8,8,11,4,2,0,0,0
S00125116,43,28,10,1,2,0,1,0,1
S00125117,44,12,16,6,5,3,2,0,0
S00125118,43,14,14,6,4,4,0,1,0
S00125119,47,19,13,7,7,1,0,0,0
S00125120,33,15,7,6,3,2,0,0,0
S00125121,24,6,8,5,5,0,0,0,0
S00125122,45,8,25,6,5,1,0,0,0
S00125123,35,15,11,5,4,0,0,0,0
S00125124,29,10,13,4,1,1,0,0,0
S00125125,22,7,8,2,4,1,0,0,0
S00125126,52,25,15,5,3,2,2,0,0
S00125127,37,14,10,9,4,0,0,0,0
S00125128,39,6,12,10,8,3,0,0,0
S00125129,68,11,19,11,18,2,6,1,0
S00125130,39,9,16,7,5,2,0,0,0
S00125131,39,28,5,5,1,0,0,0,0
S00125132,55,13,16,9,13,4,0,0,0
S00125133,26,9,9,5,2,0,0,1,0
S00125134,49,14,20,9,5,1,0,0,0
S00125135,51,12,16,11,8,3,0,1,0
S00125136,44,5,13,15,9,2,0,0,0
S00125137,32,8,13,7,1,3,0,0,0
S00125138,36,9,12,6,7,2,0,0,0
S00125139,43,12,13,9,7,1,0,1,0
S00125140,54,30,12,6,4,2,0,0,0
S00125141,41,16,12,7,4,2,0,0,0
S00125142,52,14,19,12,7,0,0,0,0
S00125143,45,12,9,10,11,3,0,0,0
S00125144,32,12,12,4,3,0,0,1,0
S00125145,52,7,23,9,10,3,0,0,0
S00125146,38,7,12,6,12,1,0,0,0
S00125147,65,5,20,21,15,3,1,0,0
S00125148,45,28,6,8,3,0,0,0,0
S00125149,46,29,11,5,1,0,0,0,0
S00125150,25,3,14,4,2,1,1,0,0
S00125151,48,15,15,7,9,1,1,0,0
S00125152,35,9,12,4,6,4,0,0,0
S00125153,43,21,13,7,1,1,0,0,0
S00125154,75,29,31,6,6,0,3,0,0
S00125155,42,18,8,8,8,0,0,0,0
S00125156,32,7,11,4,9,0,1,0,0
S00125157,68,8,13,16,22,8,1,0,0
S00125158,48,17,18,9,4,0,0,0,0
S00125159,46,14,11,9,5,4,3,0,0
S00125160,49,18,19,8,4,0,0,0,0
S00125161,42,28,10,2,2,0,0,0,0
S00125162,47,5,8,11,18,2,1,1,1
S00125163,42,3,7,8,16,3,3,1,1
S00125164,50,13,17,10,8,2,0,0,0
S00125165,63,26,19,10,7,1,0,0,0
S00125166,49,28,11,3,6,0,1,0,0
S00125167,44,16,14,7,2,5,0,0,0
S00125168,36,13,10,9,3,1,0,0,0
S00125169,41,10,13,5,11,2,0,0,0
S00125170,27,10,7,4,5,1,0,0,0
S00125171,57,18,21,10,8,0,0,0,0
S00125172,51,7,20,7,12,5,0,0,0
S00125173,72,9,24,17,15,5,2,0,0
S00125174,77,30,18,11,14,4,0,0,0
S00125175,38,8,12,10,8,0,0,0,0
S00125176,45,20,14,7,4,0,0,0,0
S00125177,27,4,10,6,5,2,0,0,0
S00125178,40,18,12,5,4,1,0,0,0
S00125179,52,10,15,10,13,2,2,0,0
S00125180,42,7,15,11,7,2,0,0,0
S00125181,43,16,20,6,1,0,0,0,0
S00125182,46,28,15,3,0,0,0,0,0
S00125183,43,14,18,6,5,0,0,0,0
S00125184,28,3,17,3,4,0,1,0,0
S00125185,27,6,7,9,5,0,0,0,0
S00125186,23,5,8,5,3,1,1,0,0
S00125187,61,19,20,9,8,4,1,0,0
S00125188,47,14,10,9,9,3,2,0,0
S00125189,63,3,17,20,13,6,1,3,0
S00125190,29,7,17,1,2,2,0,0,0
S00125191,43,14,12,9,3,3,2,0,0
S00125192,47,7,16,10,11,3,0,0,0
S00125193,46,13,16,7,7,3,0,0,0
S00125194,49,15,11,13,6,4,0,0,0
S00125195,26,7,5,5,5,2,1,0,1
S00125196,37,10,20,3,1,3,0,0,0
S00125197,37,13,13,4,4,2,1,0,0
S00125198,42,8,11,7,10,5,1,0,0
S00125199,33,10,11,2,8,2,0,0,0
S00125200,37,7,12,9,5,2,1,0,1
S00125201,33,8,12,7,5,1,0,0,0
S00125202,21,2,4,7,5,3,0,0,0
S00125203,45,11,17,10,3,4,0,0,0
S00125204,37,10,19,6,1,1,0,0,0
S00125205,27,7,8,6,3,3,0,0,0
S00125206,35,17,8,6,4,0,0,0,0
S00125207,68,26,17,11,10,4,0,0,0
S00125208,51,19,16,9,4,3,0,0,0
S00125209,46,1,17,12,10,4,2,0,0
S00125210,58,13,25,8,8,4,0,0,0
S00125211,40,3,6,8,21,2,0,0,0
S00125212,40,9,10,10,6,3,2,0,0
S00125213,42,20,9,6,4,3,0,0,0
S00125214,40,19,12,4,4,1,0,0,0
S00125215,61,6,15,17,19,4,0,0,0
S00125216,42,7,16,7,9,2,1,0,0
S00125217,61,6,23,18,13,1,0,0,0
S00125218,60,18,16,10,12,3,0,0,1
S00125219,51,5,12,16,12,4,1,1,0
S00125220,62,8,13,13,20,7,1,0,0
S00125221,24,3,8,5,6,1,1,0,0
S00125222,55,40,6,4,4,1,0,0,0
S00125223,30,2,7,9,7,4,1,0,0
S00125224,46,21,17,6,2,0,0,0,0
S00125225,38,19,8,6,5,0,0,0,0
S00125226,53,19,19,9,5,0,0,1,0
S00125227,55,28,15,5,6,1,0,0,0
S00125228,67,9,20,16,18,3,0,1,0
S00125229,62,9,20,17,14,2,0,0,0
S00125230,36,4,13,8,7,3,1,0,0
S00125231,60,8,23,12,12,5,0,0,0
S00125232,45,11,13,5,9,5,1,1,0
S00125233,77,43,26,8,0,0,0,0,0
S00125234,75,39,21,7,5,3,0,0,0
S00125235,30,11,14,4,1,0,0,0,0
S00125236,24,5,12,3,4,0,0,0,0
S00125237,40,20,14,3,1,1,1,0,0
S00125238,32,8,11,5,4,3,1,0,0
S00125239,27,6,10,5,2,1,2,1,0
S00125240,37,14,13,7,2,1,0,0,0
S00125241,63,8,19,15,18,2,1,0,0
S00125242,60,39,8,7,3,3,0,0,0
S00125243,47,14,15,11,6,1,0,0,0
S00125244,33,14,9,4,5,1,0,0,0
S00125245,42,15,17,4,4,1,1,0,0
S00125246,77,17,13,19,19,6,3,0,0
S00125247,30,6,8,8,6,1,1,0,0
S00125248,50,14,14,8,10,2,2,0,0
S00125249,38,15,13,3,2,4,1,0,0
S00125250,77,18,35,5,16,3,0,0,0
S00125251,40,16,16,2,6,0,0,0,0
S00125252,77,43,24,7,3,0,0,0,0
S00125253,61,14,19,18,6,4,0,0,0
S00125254,49,10,10,15,7,6,0,1,0
S00125255,40,15,8,12,5,0,0,0,0
S00125256,35,8,11,7,4,4,1,0,0
S00125257,50,19,15,4,8,3,0,0,1
S00125258,76,20,32,8,10,3,1,1,1
S00125259,69,40,16,5,5,2,1,0,0
S00125260,66,6,17,26,13,3,0,0,1
S00125261,76,15,16,16,19,8,1,1,0
S00125262,51,12,19,11,8,1,0,0,0
S00125263,39,20,13,3,3,0,0,0,0
S00125264,52,12,18,11,9,0,1,1,0
S00125265,30,3,10,8,6,2,1,0,0
S00125266,27,5,7,8,5,1,1,0,0
S00125267,42,14,11,8,5,3,0,1,0
S00125268,54,14,22,7,7,1,1,0,2
S00125269,71,55,9,5,2,0,0,0,0
S00125270,44,11,17,7,7,1,1,0,0
S00125271,39,14,12,1,9,1,2,0,0
S00125272,35,19,8,4,3,1,0,0,0
S00125273,57,22,21,10,2,2,0,0,0
S00125274,59,33,17,5,4,0,0,0,0
S00125275,25,6,10,6,2,1,0,0,0
S00125276,23,7,2,6,5,2,0,1,0
S00125277,66,18,28,8,8,2,1,1,0
S00125278,37,5,15,11,6,0,0,0,0
S00125279,62,9,24,14,12,1,1,0,1
S00125280,59,21,26,9,2,1,0,0,0
S00125281,28,7,12,5,2,1,1,0,0
S00125282,34,14,14,3,3,0,0,0,0
S00125283,47,8,23,7,7,0,1,1,0
S00125284,61,56,5,0,0,0,0,0,0
S00125285,39,26,5,3,2,3,0,0,0
S00125286,22,3,9,6,3,1,0,0,0
S00125287,60,15,21,12,9,3,0,0,0
S00125288,38,10,14,9,3,2,0,0,0
S00125289,60,17,17,15,7,2,2,0,0
S00125290,35,4,10,8,9,3,0,0,1
S00125291,62,17,16,15,8,6,0,0,0
S00125292,35,5,12,6,7,4,1,0,0
S00125293,53,7,20,21,5,0,0,0,0
S00125294,79,56,14,6,3,0,0,0,0
S00125295,46,34,10,2,0,0,0,0,0
S00125296,34,17,10,4,3,0,0,0,0
S00125297,59,33,12,5,7,1,1,0,0
S00125298,27,7,11,8,1,0,0,0,0
S00125299,61,37,21,3,0,0,0,0,0
S00125300,60,45,10,3,1,0,0,1,0
S00125301,34,11,8,10,2,3,0,0,0
S00125302,65,25,23,14,3,0,0,0,0
S00125303,43,30,10,2,1,0,0,0,0
S00125304,45,30,11,4,0,0,0,0,0
S00125305,56,40,12,4,0,0,0,0,0
S00125306,57,41,10,5,1,0,0,0,0
S00125307,49,33,11,4,1,0,0,0,0
S00125308,54,40,10,4,0,0,0,0,0
S00125309,45,31,10,4,0,0,0,0,0
S00125310,53,39,12,1,1,0,0,0,0
S00125311,68,44,16,5,3,0,0,0,0
S00125312,48,37,6,3,1,0,1,0,0
S00125313,56,44,10,1,0,1,0,0,0
S00125314,47,34,10,1,2,0,0,0,0
S00125315,58,37,16,4,1,0,0,0,0
S00125316,47,33,11,2,1,0,0,0,0
S00125317,54,34,17,3,0,0,0,0,0
S00125318,43,29,8,5,1,0,0,0,0
S00125319,43,30,8,3,0,2,0,0,0
S00125320,53,36,10,6,1,0,0,0,0
S00125321,53,35,11,5,2,0,0,0,0
S00125322,46,28,14,2,2,0,0,0,0
S00125323,57,36,17,2,1,1,0,0,0
S00125324,49,27,14,7,1,0,0,0,0
S00125325,57,41,10,4,2,0,0,0,0
S00125326,46,36,4,5,1,0,0,0,0
S00125327,57,36,18,1,2,0,0,0,0
S00125328,39,26,10,3,0,0,0,0,0
S00125329,64,15,19,13,12,4,1,0,0
S00125330,37,9,11,8,6,2,0,1,0
S00125331,33,23,6,2,1,1,0,0,0
S00125332,59,32,14,5,5,3,0,0,0
S00125333,27,10,10,4,3,0,0,0,0
S00125334,60,13,26,11,5,4,1,0,0
S00125335,55,12,21,13,6,3,0,0,0
S00125336,27,12,7,5,3,0,0,0,0
S00125337,56,30,13,8,3,2,0,0,0
S00125338,34,9,11,7,6,1,0,0,0
S00125339,31,7,13,6,3,1,1,0,0
S00125340,64,10,23,18,4,6,2,0,1
S00125341,38,12,14,6,4,2,0,0,0
S00125342,49,11,16,9,8,5,0,0,0
